时间t,纵向位移X,横向位移Y,垂向位移Z,横倾角Phi,纵倾角Theta,首向角Psi,船型,浪级,浪向角,吃水,航速
1502.5,-0.006,0,0.006,3.775,0.954,0.002,0,6,45,6,0
1503,-0.003,0.001,0.003,3.098,0.118,0.005,0,6,45,6,0
1503.5,-0.001,0.001,0.001,2.988,-0.601,0.009,0,6,45,6,0
1504,0,0,0,3.468,-1.16,0.013,0,6,45,6,0
1504.5,0,0,0,4.298,-1.541,0.016,0,6,45,6,0
1505,0,-0.001,-0.001,4.545,-1.803,0.018,0,6,45,6,0
1505.5,-0.001,-0.001,-0.002,3.881,-1.95,0.018,0,6,45,6,0
1506,-0.003,-0.001,-0.003,2.555,-1.966,0.016,0,6,45,6,0
1506.5,-0.004,0,-0.004,0.893,-1.85,0.012,0,6,45,6,0
1507,-0.005,0.002,-0.005,-1.013,-1.64,0.007,0,6,45,6,0
1507.5,-0.004,0.004,-0.006,-2.836,-1.352,0.002,0,6,45,6,0
1508,-0.003,0.006,-0.007,-4.261,-1.008,-0.003,0,6,45,6,0
1508.5,0,0.006,-0.006,-4.647,-0.59,-0.006,0,6,45,6,0
1509,0.001,0.004,-0.004,-3.776,-0.114,-0.007,0,6,45,6,0
1509.5,0.001,0.001,-0.001,-2.201,0.354,-0.006,0,6,45,6,0
1510,-0.001,-0.001,0.001,-0.623,0.752,-0.005,0,6,45,6,0
1510.5,-0.004,0,0.003,0.681,1.066,-0.005,0,6,45,6,0
1511,-0.005,0.002,0.005,1.731,1.306,-0.004,0,6,45,6,0
1511.5,-0.004,0.004,0.006,2.485,1.469,-0.003,0,6,45,6,0
1512,-0.003,0.007,0.007,3.5,1.62,-0.002,0,6,45,6,0
1512.5,0,0.009,0.009,4.896,1.772,0,0,6,45,6,0
1513,0.004,0.01,0.011,6.401,1.914,0.002,0,6,45,6,0
1513.5,0.011,0.006,0.012,7.735,2.041,0.004,0,6,60,6,0
1514,0.014,0,0.014,8.646,2.144,0.005,0,6,60,6,0
1514.5,0.013,-0.007,0.014,9.225,2.244,0.005,0,6,60,6,0
1515,0.008,-0.013,0.015,9.529,2.345,0.005,0,6,60,6,0
1515.5,0,-0.016,0.015,9.668,2.444,0.005,0,6,60,6,0
1516,-0.007,-0.013,0.014,8.569,2.45,0.003,0,6,60,6,0
1516.5,-0.011,-0.006,0.012,6.227,2.353,-0.001,0,6,60,6,0
1517,-0.009,0,0.009,3.195,2.174,-0.006,0,6,60,6,0
1517.5,-0.004,0.003,0.005,-0.101,1.916,-0.011,0,6,60,6,0
1518,-0.001,0.001,0.001,-3.049,1.599,-0.014,0,6,60,6,0
1518.5,0,-0.002,-0.002,-5.243,1.227,-0.017,0,6,60,6,0
1519,-0.002,-0.004,-0.004,-6.589,0.803,-0.017,0,6,60,6,0
1519.5,-0.005,-0.003,-0.006,-7.086,0.32,-0.015,0,6,60,6,0
1520,-0.007,0,-0.007,-6.711,-0.193,-0.012,0,6,60,6,0
1520.5,-0.006,0.004,-0.007,-5.742,-0.713,-0.007,0,6,60,6,0
1521,-0.004,0.007,-0.008,-4.696,-1.232,-0.002,0,6,60,6,0
1521.5,0,0.009,-0.009,-4.376,-1.753,0.001,0,6,60,6,0
1522,0.005,0.009,-0.01,-4.876,-2.241,0.003,0,6,60,6,0
1522.5,0.011,0.006,-0.012,-5.467,-2.63,0.004,0,6,60,6,0
1523,0.014,0,-0.013,-6.006,-2.905,0.004,0,6,60,6,0
1523.5,0.012,-0.007,-0.013,-5.882,-3.018,0.005,0,6,60,6,0
1524,0.007,-0.011,-0.013,-5.249,-2.977,0.006,0,6,60,6,0
1524.5,0,-0.011,-0.011,-3.715,-2.753,0.008,0,6,60,6,0
1525,-0.004,-0.006,-0.007,-1.015,-2.333,0.011,0,6,60,6,0
1525.5,-0.002,-0.001,-0.002,2.755,-1.722,0.015,0,6,60,6,0
1526,0.004,0,0.004,6.937,-0.959,0.018,0,6,60,6,0
1526.5,0.009,-0.005,0.01,10.814,-0.087,0.021,0,6,60,6,0
1527,0.007,-0.013,0.014,13.337,0.817,0.021,0,6,60,6,0
1527.5,0,-0.018,0.017,14.082,1.7,0.017,0,6,60,6,0
1528,-0.009,-0.016,0.018,12.819,2.498,0.011,0,6,60,6,0
1528.5,-0.016,-0.009,0.017,9.899,3.167,0.002,0,6,60,6,0
1529,-0.016,0,0.016,6.464,3.698,-0.008,0,6,60,6,0
1529.5,-0.012,0.007,0.014,3.258,4.058,-0.016,0,6,60,6,0
1530,-0.006,0.01,0.012,0.588,4.212,-0.022,0,6,60,6,0
1530.5,0,0.009,0.009,-1.841,4.108,-0.026,0,6,60,6,0
1531,0.003,0.006,0.007,-3.623,3.763,-0.027,0,6,60,6,0
1531.5,0.004,0.002,0.005,-4.278,3.213,-0.026,0,6,60,6,0
1532,0.003,0,0.003,-4.082,2.472,-0.021,0,6,60,6,0
1532.5,0.001,-0.001,0.001,-3.389,1.578,-0.015,0,6,60,6,0
1533,-0.001,0.001,-0.002,-3.317,0.531,-0.009,0,6,60,6,0
1533.5,0,0.005,-0.005,-4.066,-0.602,-0.004,0,6,60,6,0
1534,0.005,0.008,-0.009,-5.354,-1.744,-0.001,0,6,60,6,0
1534.5,0.012,0.007,-0.014,-6.878,-2.824,0.002,0,6,60,6,0
1535,0.017,0,-0.017,-7.722,-3.737,0.006,0,6,60,6,0
1535.5,0.016,-0.009,-0.018,-7.118,-4.401,0.01,0,6,60,6,0
1536,0.009,-0.015,-0.017,-4.484,-4.736,0.017,0,6,60,6,0
1536.5,0,-0.013,-0.013,-0.175,-4.722,0.025,0,6,60,6,0
1537,-0.004,-0.007,-0.007,4.533,-4.39,0.032,0,6,60,6,0
1537.5,-0.002,-0.001,-0.002,8.834,-3.756,0.037,0,6,60,6,0
1538,0.004,0,0.004,12.21,-2.85,0.039,0,6,60,6,0
1538.5,0.007,-0.004,0.008,14.092,-1.733,0.036,0,6,60,6,0
1539,0.006,-0.01,0.012,14.192,-0.477,0.029,0,6,60,6,0
1539.5,0,-0.014,0.014,12.623,0.839,0.019,0,6,60,6,0
1540,-0.008,-0.013,0.015,9.916,2.142,0.007,0,6,60,6,0
1540.5,-0.013,-0.008,0.015,6.42,3.335,-0.006,0,6,60,6,0
1541,-0.015,0,0.014,2.949,4.356,-0.018,0,6,60,6,0
1541.5,-0.012,0.007,0.014,0.094,5.14,-0.028,0,6,60,6,0
1542,-0.007,0.012,0.013,-1.596,5.645,-0.034,0,6,60,6,0
1542.5,0,0.013,0.013,-2.472,5.806,-0.036,0,6,60,6,0
1543,0.006,0.011,0.012,-2.665,5.612,-0.036,0,6,60,6,0
1543.5,0.01,0.006,0.011,-2.581,5.059,-0.032,0,6,60,6,0
1544,0.009,0,0.009,-2.475,4.179,-0.027,0,6,60,6,0
1544.5,0.006,-0.003,0.006,-1.783,3.072,-0.02,0,6,60,6,0
1545,0.002,-0.003,0.004,-1.12,1.775,-0.012,0,6,60,6,0
1545.5,0,-0.001,0.001,-0.278,0.402,-0.003,0,6,60,6,0
1546,0.001,0.001,-0.002,0.915,-0.945,0.007,0,6,60,6,0
1546.5,0.003,0.002,-0.004,2.208,-2.187,0.016,0,6,60,6,0
1547,0.006,0,-0.006,2.727,-3.287,0.023,0,6,60,6,0
1547.5,0.008,-0.005,-0.009,2.147,-4.189,0.027,0,6,60,6,0
1548,0.006,-0.01,-0.011,1.394,-4.793,0.029,0,6,60,6,0
1548.5,0,-0.013,-0.013,0.562,-5.081,0.029,0,6,60,6,0
1549,-0.007,-0.012,-0.013,0.094,-5.022,0.027,0,6,60,6,0
1549.5,-0.01,-0.006,-0.012,0.556,-4.602,0.026,0,6,60,6,0
1550,-0.009,0,-0.009,1.574,-3.873,0.024,0,6,60,6,0
1550.5,-0.005,0.003,-0.006,2.128,-2.933,0.02,0,6,60,6,0
1551,-0.002,0.003,-0.003,1.676,-1.865,0.013,0,6,60,6,0
1551.5,0,0.002,-0.002,0.142,-0.749,0.004,0,6,60,6,0
1552,0.001,0.001,-0.001,-2.364,0.334,-0.006,0,6,60,6,0
1552.5,0.002,0.001,-0.002,-5.804,1.288,-0.018,0,6,60,6,0
1553,0.004,0,-0.004,-9.855,2.038,-0.03,0,6,60,6,0
1553.5,0.005,-0.003,-0.006,-13.953,2.53,-0.04,0,6,60,6,0
1554,0.004,-0.008,-0.009,-17.353,2.737,-0.048,0,6,60,6,0
1554.5,0,-0.01,-0.01,-18.761,2.695,-0.05,0,6,60,6,0
1555,-0.006,-0.01,-0.011,-18.529,2.37,-0.048,0,6,60,6,0
1555.5,-0.01,-0.006,-0.011,-16.974,1.784,-0.042,0,6,60,6,0
1556,-0.011,0,-0.011,-14.595,0.972,-0.033,0,6,60,6,0
1556.5,-0.01,0.006,-0.011,-12.073,-0.022,-0.023,0,6,60,6,0
1557,-0.007,0.011,-0.013,-10.423,-1.162,-0.013,0,6,60,6,0
1557.5,0,0.016,-0.015,-10.052,-2.376,-0.006,0,6,60,6,0
1558,0.009,0.016,-0.018,-9.823,-3.517,0.001,0,6,60,6,0
1558.5,0.019,0.011,-0.021,-10.18,-4.554,0.006,0,6,60,6,0
1559,0.025,0,-0.024,-11.103,-5.421,0.008,0,6,60,6,0
1559.5,0.024,-0.014,-0.027,-12.377,-6.07,0.01,0,6,60,6,0
1560,0.015,-0.026,-0.029,-13.653,-6.46,0.009,0,6,60,6,0
1560.5,0,-0.032,-0.031,-14.54,-6.564,0.008,0,6,60,6,0
1561,-0.016,-0.027,-0.03,-14.85,-6.383,0.007,0,6,60,6,0
1561.5,-0.026,-0.015,-0.029,-14.561,-5.934,0.005,0,6,60,6,0
1562,-0.027,0,-0.026,-13.853,-5.257,0.002,0,6,60,6,0
1562.5,-0.02,0.012,-0.023,-12.228,-4.357,0.001,0,6,60,6,0
1563,-0.009,0.016,-0.017,-9.698,-3.281,-0.001,0,6,60,6,0
1563.5,0,0.012,-0.011,-6.468,-2.081,-0.001,0,6,60,6,0
1564,0.003,0.006,-0.006,-4.214,-0.901,-0.003,0,6,60,6,0
1564.5,0.003,0.002,-0.003,-3.716,0.176,-0.008,0,6,60,6,0
1565,0.002,0,-0.001,-4.78,1.101,-0.015,0,6,60,6,0
1565.5,0.002,-0.001,-0.002,-7.477,1.794,-0.024,0,6,60,6,0
1566,0.002,-0.004,-0.004,-11.056,2.233,-0.033,0,6,60,6,0
1566.5,0,-0.007,-0.007,-14.598,2.405,-0.041,0,6,60,6,0
1567,-0.005,-0.009,-0.01,-17.231,2.314,-0.045,0,6,60,6,0
1567.5,-0.01,-0.006,-0.011,-17.894,2.007,-0.045,0,6,60,6,0
1568,-0.012,0,-0.011,-16.611,1.497,-0.04,0,6,60,6,0
1568.5,-0.01,0.006,-0.011,-14.152,0.796,-0.031,0,6,60,6,0
1569,-0.005,0.009,-0.01,-10.881,-0.033,-0.02,0,6,60,6,0
1569.5,0,0.01,-0.01,-7.663,-0.953,-0.009,0,6,60,6,0
1570,0.005,0.009,-0.01,-5.373,-1.915,0,0,6,60,6,0
1570.5,0.01,0.006,-0.012,-4.567,-2.867,0.007,0,6,60,6,0
1571,0.015,0,-0.015,-5.514,-3.761,0.01,0,6,60,6,0
1571.5,0.016,-0.009,-0.018,-6.789,-4.467,0.011,0,6,60,6,0
1572,0.01,-0.018,-0.02,-7.668,-4.932,0.012,0,6,60,6,0
1572.5,0,-0.021,-0.021,-7.758,-5.12,0.013,0,6,60,6,0
1573,-0.01,-0.018,-0.02,-7.027,-5.024,0.014,0,6,60,6,0
1573.5,-0.015,-0.009,-0.017,-5.109,-4.622,0.015,0,6,60,6,0
1574,-0.012,0,-0.012,-1.908,-3.921,0.018,0,6,60,6,0
1574.5,-0.005,0.003,-0.006,1.918,-2.973,0.02,0,6,60,6,0
1575,0,0,0,5.406,-1.853,0.02,0,6,60,6,0
1575.5,0,-0.006,0.006,8.09,-0.62,0.019,0,6,60,6,0
1576,-0.006,-0.01,0.011,10.063,0.681,0.015,0,6,60,6,0
1576.5,-0.013,-0.008,0.015,10.865,1.956,0.01,0,6,60,6,0
1577,-0.019,0,0.018,10.555,3.139,0.003,0,6,60,6,0
1577.5,-0.018,0.01,0.02,9.702,4.185,-0.004,0,6,60,6,0
1578,-0.011,0.019,0.021,8.527,5.031,-0.011,0,6,60,6,0
1578.5,0,0.022,0.021,7.172,5.621,-0.017,0,6,60,6,0
1579,0.011,0.018,0.021,5.601,5.909,-0.022,0,6,60,6,0
1579.5,0.017,0.01,0.019,3.661,5.856,-0.025,0,6,60,6,0
1580,0.016,0,0.015,1.157,5.442,-0.027,0,6,60,6,0
1580.5,0.01,-0.006,0.011,-1.211,4.717,-0.028,0,6,60,6,0
1581,0.004,-0.007,0.007,-2.715,3.746,-0.025,0,6,60,6,0
1581.5,0,-0.004,0.004,-3.426,2.573,-0.02,0,6,60,6,0
1582,0,0,0,-3.458,1.265,-0.013,0,6,60,6,0
1582.5,0.002,0.001,-0.003,-2.7,-0.084,-0.005,0,6,60,6,0
1583,0.005,0,-0.005,-1.302,-1.389,0.005,0,6,60,6,0
1583.5,0.005,-0.003,-0.006,0.936,-2.541,0.016,0,6,60,6,0
1584,0.003,-0.005,-0.006,3.683,-3.467,0.026,0,6,60,6,0
1584.5,0,-0.005,-0.005,6.675,-4.099,0.035,0,6,60,6,0
1585,-0.002,-0.003,-0.003,9.117,-4.419,0.041,0,6,60,6,0
1585.5,-0.002,-0.001,-0.002,10.153,-4.436,0.043,0,6,60,6,0
1586,-0.002,0,-0.002,9.719,-4.148,0.041,0,6,60,6,0
1586.5,-0.002,0.001,-0.002,8.088,-3.573,0.035,0,6,60,6,0
1587,-0.001,0.002,-0.002,5.926,-2.735,0.026,0,6,60,6,0
1587.5,0,0.001,-0.001,4.041,-1.674,0.017,0,6,60,6,0
1588,-0.001,-0.001,0.001,2.794,-0.463,0.008,0,6,60,6,0
1588.5,-0.003,-0.002,0.004,1.631,0.774,-0.001,0,6,60,6,0
1589,-0.006,0,0.006,0.566,1.954,-0.01,0,6,60,6,0
1589.5,-0.007,0.004,0.008,-0.221,3.005,-0.017,0,6,60,6,0
1590,-0.005,0.008,0.009,-0.758,3.855,-0.022,0,6,60,6,0
1590.5,0,0.011,0.011,-1.129,4.446,-0.026,0,6,60,6,0
1591,0.005,0.009,0.01,-2.093,4.698,-0.029,0,6,60,6,0
1591.5,0.008,0.005,0.009,-3.353,4.617,-0.031,0,6,60,6,0
1592,0.006,0,0.006,-5.205,4.178,-0.033,0,6,60,6,0
1592.5,0.002,-0.001,0.002,-7.787,3.39,-0.033,0,6,60,6,0
1593,-0.002,0.003,-0.003,-10.45,2.322,-0.032,0,6,60,6,0
1593.5,0,0.009,-0.009,-12.829,1.032,-0.03,0,6,60,6,0
1594,0.008,0.013,-0.015,-14.83,-0.413,-0.026,0,6,60,6,0
1594.5,0.017,0.01,-0.02,-15.885,-1.906,-0.02,0,6,60,6,0
1595,0.024,0,-0.023,-15.493,-3.335,-0.011,0,6,60,6,0
1595.5,0.022,-0.013,-0.025,-13.816,-4.619,-0.001,0,6,60,6,0
1596,0.012,-0.022,-0.024,-10.2,-5.614,0.011,0,6,60,6,0
1596.5,0,-0.022,-0.021,-4.935,-6.248,0.025,0,6,60,6,0
1597,-0.008,-0.015,-0.016,0.864,-6.492,0.037,0,6,60,6,0
1597.5,-0.011,-0.006,-0.012,4.989,-6.406,0.044,0,6,60,6,0
1598,-0.01,0,-0.01,6.483,-6.003,0.045,0,6,60,6,0
1598.5,-0.008,0.005,-0.009,5.374,-5.304,0.039,0,6,60,6,0
1599,-0.005,0.009,-0.01,2.104,-4.354,0.028,0,6,60,6,0
1599.5,0,0.011,-0.011,-2.316,-3.201,0.013,0,6,60,6,0
1600,0.006,0.01,-0.011,-6.564,-1.898,-0.002,0,6,60,6,0
1600.5,0.009,0.005,-0.01,-9.24,-0.496,-0.015,0,6,60,6,0
1601,0.007,0,-0.007,-10.06,0.898,-0.024,0,6,60,6,0
1601.5,0.001,-0.001,-0.001,-8.122,2.255,-0.028,0,6,60,6,0
1602,-0.003,0.006,0.006,-3.35,3.516,-0.025,0,6,60,6,0
1602.5,0,0.016,0.015,3.328,4.609,-0.019,0,6,60,6,0
1603,0.012,0.021,0.024,10.385,5.462,-0.01,0,6,60,6,0
1603.5,0.027,0.016,0.03,15.852,5.992,-0.003,0,6,60,6,0
1604,0.034,0,0.033,18.491,6.166,0.001,0,6,60,6,0
1604.5,0.029,-0.017,0.032,18.019,5.989,0.002,0,6,60,6,0
1605,0.015,-0.026,0.029,15.884,5.554,0,0,6,60,6,0
1605.5,0,-0.026,0.025,12.999,4.905,-0.002,0,6,60,6,0
1606,-0.01,-0.018,0.02,9.705,4.07,-0.004,0,6,60,6,0
1606.5,-0.012,-0.007,0.014,6.157,3.078,-0.005,0,6,60,6,0
1607,-0.008,0,0.008,3.065,1.999,-0.005,0,6,60,6,0
1607.5,-0.003,0.002,0.003,1.142,0.907,-0.003,0,6,60,6,0
1608,0,0,0,0.442,-0.147,0.002,0,6,60,6,0
1608.5,0,-0.002,-0.002,0.824,-1.109,0.008,0,6,60,6,0
1609,-0.002,-0.004,-0.004,1.224,-1.98,0.013,0,6,60,6,0
1609.5,-0.006,-0.003,-0.006,0.995,-2.731,0.017,0,6,60,6,0
1610,-0.009,0,-0.009,0.005,-3.329,0.018,0,6,60,6,0
1610.5,-0.009,0.005,-0.01,-0.535,-3.676,0.019,0,6,60,6,0
1611,-0.005,0.009,-0.01,-0.19,-3.748,0.02,0,6,60,6,0
1611.5,0,0.009,-0.009,0.784,-3.556,0.021,0,6,60,6,0
1612,0.003,0.005,-0.006,2.273,-3.109,0.021,0,6,60,6,0
1612.5,0.003,0.002,-0.003,3.669,-2.461,0.02,0,6,60,6,0
1613,0,0,0,4.768,-1.649,0.018,0,6,60,6,0
1613.5,-0.003,0.002,0.004,6.057,-0.685,0.015,0,6,60,6,0
1614,-0.004,0.007,0.008,7.822,0.395,0.013,0,6,60,6,0
1614.5,0,0.013,0.013,9.641,1.512,0.01,0,6,60,6,0
1615,0.009,0.015,0.017,11.063,2.593,0.007,0,6,60,6,0
1615.5,0.019,0.011,0.021,12.45,3.612,0.004,0,6,60,6,0
1616,0.026,0,0.025,14.71,4.573,0.003,0,6,60,6,0
1616.5,0.027,-0.016,0.031,17.945,5.441,0.004,0,6,60,6,0
1617,0.018,-0.032,0.036,21.376,6.156,0.007,0,6,60,6,0
1617.5,0,-0.041,0.04,24.212,6.671,0.01,0,6,60,6,0
1618,-0.021,-0.037,0.041,25.066,6.906,0.01,0,6,60,6,0
1618.5,-0.035,-0.02,0.04,23.657,6.851,0.007,0,6,60,6,0
1619,-0.037,0,0.036,20.646,6.533,0.004,0,6,60,6,0
1619.5,-0.028,0.016,0.031,16.996,5.992,0,0,6,60,6,0
1620,-0.013,0.023,0.026,13.405,5.263,-0.003,0,6,60,6,0
1620.5,0,0.022,0.021,10.344,4.382,-0.004,0,6,60,6,0
1621,0.008,0.014,0.016,7.933,3.38,-0.003,0,6,60,6,0
1621.5,0.011,0.006,0.012,6.235,2.303,-0.001,0,6,60,6,0
1622,0.009,0,0.009,5.818,1.239,0.004,0,6,60,6,0
1622.5,0.006,-0.003,0.006,6.279,0.224,0.011,0,6,60,6,0
1623,0.002,-0.004,0.004,6.634,-0.729,0.017,0,6,60,6,0
1623.5,0,-0.002,0.002,6.342,-1.583,0.021,0,6,60,6,0
1624,0.001,0.001,-0.001,5.177,-2.304,0.022,0,6,60,6,0
1624.5,0.004,0.003,-0.005,2.829,-2.883,0.021,0,6,60,6,0
1625,0.009,0,-0.009,0.075,-3.265,0.018,0,6,60,6,0
1625.5,0.01,-0.006,-0.011,-2.389,-3.427,0.014,0,6,60,6,0
1626,0.006,-0.011,-0.012,-3.701,-3.339,0.011,0,6,60,6,0
1626.5,0,-0.012,-0.011,-3.696,-3.02,0.009,0,6,60,6,0
1627,-0.005,-0.008,-0.009,-2.516,-2.498,0.009,0,6,60,6,0
1627.5,-0.004,-0.002,-0.005,0.16,-1.771,0.01,0,6,60,6,0
1628,0.001,0,0.001,3.783,-0.894,0.012,0,6,60,6,0
1628.5,0.006,-0.004,0.007,7.608,0.078,0.014,0,6,60,6,0
1629,0.007,-0.011,0.013,10.923,1.084,0.015,0,6,60,6,0
1629.5,0,-0.018,0.018,13.465,2.084,0.014,0,6,60,6,0
1630,-0.011,-0.02,0.022,15.482,3.055,0.013,0,6,60,6,0
1630.5,-0.023,-0.013,0.026,16.642,3.935,0.01,0,6,60,6,0
1631,-0.027,0,0.027,15.794,4.611,0.005,0,6,60,6,0
1631.5,-0.023,0.013,0.025,13.069,5.05,-0.003,0,6,60,6,0
1632,-0.012,0.021,0.023,9.873,5.279,-0.01,0,6,60,6,0
1632.5,0,0.021,0.02,6.64,5.265,-0.016,0,6,60,6,0
1633,0.009,0.015,0.017,3.693,5,-0.02,0,6,60,6,0
1633.5,0.011,0.006,0.012,0.185,4.421,-0.024,0,6,60,6,0
1634,0.006,0,0.006,-3.735,3.552,-0.026,0,6,60,6,0
1634.5,-0.001,0.001,-0.001,-8.176,2.4,-0.028,0,6,60,6,0
1635,-0.004,0.008,-0.008,-12.203,1.055,-0.029,0,6,60,6,0
1635.5,0,0.015,-0.014,-14.677,-0.376,-0.026,0,6,60,6,0
1636,0.01,0.017,-0.019,-15.153,-1.804,-0.019,0,6,60,6,0
1636.5,0.018,0.011,-0.021,-13.451,-3.129,-0.008,0,6,60,6,0
1637,0.022,0,-0.021,-10.805,-4.324,0.003,0,6,60,6,0
1637.5,0.019,-0.011,-0.021,-7.745,-5.307,0.014,0,6,60,6,0
1638,0.01,-0.018,-0.02,-4.844,-6.021,0.024,0,6,60,6,0
1638.5,0,-0.019,-0.018,-1.884,-6.38,0.031,0,6,60,6,0
1639,-0.008,-0.014,-0.016,0.922,-6.356,0.036,0,6,60,6,0
1639.5,-0.012,-0.007,-0.013,2.756,-5.977,0.038,0,6,60,6,0
1640,-0.011,0,-0.011,3.56,-5.256,0.035,0,6,60,6,0
1640.5,-0.007,0.004,-0.008,3.331,-4.243,0.029,0,6,60,6,0
1641,-0.003,0.004,-0.005,3.056,-2.95,0.022,0,6,60,6,0
1641.5,0,0.001,-0.001,3.101,-1.455,0.014,0,6,60,6,0
1642,-0.002,-0.004,0.004,4.006,0.18,0.007,0,6,60,6,0
1642.5,-0.008,-0.004,0.009,4.283,1.764,-0.001,0,6,60,6,0
1643,-0.012,0,0.012,3.85,3.214,-0.01,0,6,60,6,0
1643.5,-0.014,0.008,0.015,3.753,4.498,-0.017,0,6,60,6,0
1644,-0.009,0.016,0.018,3.988,5.529,-0.023,0,6,60,6,0
1644.5,0,0.021,0.021,4.716,6.267,-0.025,0,6,60,6,0
1645,0.011,0.019,0.022,4.797,6.606,-0.027,0,6,60,6,0
1645.5,0.019,0.011,0.021,4.129,6.543,-0.028,0,6,60,6,0
1646,0.019,0,0.019,2.952,6.09,-0.028,0,6,60,6,0
1646.5,0.014,-0.008,0.015,1.448,5.281,-0.026,0,6,60,6,0
1647,0.005,-0.01,0.011,-0.338,4.158,-0.023,0,6,60,6,0
1647.5,0,-0.004,0.004,-3.25,2.725,-0.021,0,6,60,6,0
1648,0.002,0.004,-0.004,-7.779,1.022,-0.02,0,6,60,6,0
1648.5,0.013,0.007,-0.014,-13.243,-0.846,-0.02,0,6,60,6,0
1649,0.025,0,-0.024,-18.503,-2.759,-0.02,0,6,60,6,0
1649.5,0.029,-0.017,-0.033,-22.549,-4.598,-0.018,0,6,60,6,0
1650,0.02,-0.034,-0.038,-23.816,-6.2,-0.011,0,6,60,6,0
1650.5,0,-0.042,-0.04,-22.415,-7.494,-0.002,0,6,60,6,0
1651,-0.021,-0.036,-0.04,-19.887,-8.475,0.008,0,6,60,6,0
1651.5,-0.035,-0.02,-0.039,-16.715,-9.072,0.018,0,6,60,6,0
1652,-0.038,0,-0.037,-13.613,-9.266,0.025,0,6,60,6,0
1652.5,-0.03,0.017,-0.033,-10.522,-9.01,0.029,0,6,60,6,0
1653,-0.015,0.026,-0.029,-7.791,-8.323,0.031,0,6,60,6,0
1653.5,0,0.026,-0.025,-6.687,-7.305,0.027,0,6,60,6,0
1654,0.012,0.02,-0.023,-7.64,-6.035,0.018,0,6,60,6,0
1654.5,0.019,0.011,-0.021,-9.798,-4.559,0.006,0,6,60,6,0
1655,0.019,0,-0.018,-11.823,-2.928,-0.006,0,6,60,6,0
1655.5,0.013,-0.007,-0.014,-12.375,-1.193,-0.017,0,6,60,6,0
1656,0.004,-0.008,-0.009,-10.992,0.552,-0.024,0,6,60,6,0
1656.5,0,-0.002,-0.002,-8.052,2.195,-0.027,0,6,60,6,0
1657,0.003,0.005,0.006,-4.163,3.641,-0.028,0,6,60,6,0
1657.5,0.012,0.007,0.013,0.549,4.845,-0.025,0,6,60,6,0
1658,0.021,0,0.02,5.356,5.745,-0.021,0,6,60,6,0
1658.5,0.023,-0.013,0.025,9.691,6.315,-0.016,0,6,60,6,0
1659,0.015,-0.025,0.028,12.222,6.492,-0.012,0,6,60,6,0
1659.5,0,-0.029,0.028,12.52,6.278,-0.01,0,6,60,6,0
1660,-0.013,-0.023,0.025,11.043,5.721,-0.01,0,6,60,6,0
1660.5,-0.019,-0.011,0.021,8.727,4.893,-0.01,0,6,60,6,0
1661,-0.018,0,0.017,7.494,3.936,-0.007,0,6,60,6,0
1661.5,-0.013,0.008,0.015,7.894,2.918,-0.001,0,6,60,6,0
1662,-0.007,0.012,0.013,9.284,1.873,0.007,0,6,60,6,0
1662.5,0,0.013,0.012,11.179,0.862,0.016,0,6,60,6,0
1663,0.006,0.011,0.012,13.136,-0.058,0.025,0,6,60,6,0
1663.5,0.01,0.006,0.011,14.617,-0.84,0.032,0,6,60,6,0
1664,0.011,0,0.01,15.375,-1.436,0.037,0,6,60,6,0
1664.5,0.008,-0.005,0.009,15.465,-1.803,0.039,0,6,60,6,0
1665,0.004,-0.007,0.008,14.359,-1.96,0.038,0,6,60,6,0
1665.5,0,-0.007,0.006,12.328,-1.894,0.034,0,6,60,6,0
1666,-0.002,-0.004,0.005,9.689,-1.624,0.027,0,6,60,6,0
1666.5,-0.003,-0.002,0.003,6.803,-1.179,0.019,0,6,60,6,0
1667,-0.002,0,0.002,3.938,-0.61,0.011,0,6,60,6,0
1667.5,-0.001,0,0.001,0.92,0.003,0.002,0,6,60,6,0
1668,0,0,0,-2.113,0.602,-0.007,0,6,60,6,0
1668.5,0,-0.002,-0.002,-5.177,1.115,-0.016,0,6,60,6,0
1669,-0.002,-0.003,-0.003,-7.735,1.513,-0.023,0,6,60,6,0
1669.5,-0.003,-0.002,-0.004,-9.251,1.779,-0.027,0,6,60,6,0
1670,-0.004,0,-0.004,-9.365,1.905,-0.028,0,6,60,6,0
1670.5,-0.002,0.001,-0.002,-8.126,1.884,-0.026,0,6,60,6,0
1671,0,0.001,-0.001,-5.953,1.715,-0.021,0,6,60,6,0
1671.5,0,-0.001,0.001,-2.757,1.447,-0.013,0,6,60,6,0
1672,-0.002,-0.003,0.004,0.745,1.088,-0.005,0,6,60,6,0
1672.5,-0.004,-0.003,0.005,3.473,0.642,0.003,0,6,60,6,0
1673,-0.005,0,0.005,4.6,0.122,0.008,0,6,60,6,0
1673.5,-0.002,0.001,0.002,3.782,-0.449,0.01,0,6,60,6,0
1674,0.001,-0.001,-0.001,1.544,-1.015,0.008,0,6,60,6,0
1674.5,0,-0.005,-0.005,-0.863,-1.497,0.007,0,6,60,6,0
1675,-0.004,-0.006,-0.007,-2.567,-1.852,0.005,0,6,60,6,0
1675.5,-0.008,-0.004,-0.009,-3.414,-2.071,0.005,0,6,60,6,0
1676,-0.009,0,-0.008,-3.163,-2.135,0.006,0,6,60,6,0
