时间t,纵向位移X,横向位移Y,垂向位移Z,横倾角Phi,纵倾角Theta,首向角Psi,船型,浪级,浪向角,吃水,航速
233,-0.017,-0.007,0.018,-1.204,7.201,-0.041,0,6,15,6,0
233.5,-0.016,-0.004,0.016,-1.182,6.36,-0.037,0,6,15,6,0
234,-0.012,-0.002,0.011,-1.608,4.909,-0.03,0,6,15,6,0
234.5,-0.006,0,0.006,-2.398,2.951,-0.021,0,6,15,6,0
235,0.001,0,-0.001,-3.366,0.622,-0.01,0,6,15,6,0
235.5,0.009,-0.002,-0.009,-4.31,-1.922,0.002,0,6,15,6,0
236,0.016,-0.007,-0.016,-5.021,-4.513,0.015,0,6,15,6,0
236.5,0.021,-0.012,-0.023,-5.245,-6.938,0.028,0,6,15,6,0
237,0.023,-0.018,-0.028,-4.745,-8.976,0.04,0,6,15,6,0
237.5,0.023,-0.023,-0.031,-3.58,-10.496,0.05,0,6,15,6,0
238,0.02,-0.027,-0.032,-2.27,-11.522,0.058,0,6,15,6,0
238.5,0.017,-0.029,-0.032,-1.065,-11.975,0.063,0,6,15,6,0
239,0.012,-0.03,-0.031,-0.278,-11.882,0.064,0,6,15,6,0
239.5,0.008,-0.03,-0.03,-0.107,-11.276,0.061,0,6,15,6,0
240,0.004,-0.028,-0.027,-0.576,-10.211,0.054,0,6,15,6,0
240.5,0,-0.025,-0.024,-1.517,-8.743,0.045,0,6,15,6,0
241,-0.003,-0.021,-0.021,-2.617,-6.933,0.033,0,6,15,6,0
241.5,-0.004,-0.016,-0.016,-3.438,-4.821,0.02,0,6,15,6,0
242,-0.004,-0.009,-0.01,-3.632,-2.478,0.007,0,6,15,6,0
242.5,-0.002,-0.003,-0.003,-3.13,-0.041,-0.006,0,6,15,6,0
243,0.003,0.003,0.004,-2.132,2.307,-0.017,0,6,15,6,0
243.5,0.007,0.007,0.01,-1.165,4.305,-0.026,0,6,15,6,0
244,0.012,0.009,0.015,-0.674,5.756,-0.033,0,6,15,6,0
244.5,0.015,0.008,0.016,-0.958,6.507,-0.037,0,6,15,6,0
245,0.015,0.006,0.015,-1.94,6.536,-0.039,0,6,15,6,0
245.5,0.013,0.003,0.013,-3.249,5.914,-0.038,0,6,15,6,0
246,0.009,0.001,0.009,-4.277,4.818,-0.034,0,6,15,6,0
246.5,0.005,0,0.004,-4.775,3.328,-0.027,0,6,15,6,0
247,0,0,0,-4.657,1.552,-0.017,0,6,15,6,0
247.5,-0.004,0.001,-0.004,-3.852,-0.348,-0.005,0,6,15,6,0
248,-0.008,0.003,-0.008,-2.49,-2.236,0.007,0,6,15,6,0
248.5,-0.01,0.006,-0.012,-0.977,-4.046,0.02,0,6,15,6,0
249,-0.012,0.009,-0.015,0.258,-5.707,0.032,0,6,15,6,0
249.5,-0.013,0.013,-0.018,0.928,-7.137,0.041,0,6,15,6,0
250,-0.013,0.017,-0.021,0.964,-8.236,0.047,0,6,15,6,0
250.5,-0.012,0.021,-0.023,0.47,-8.914,0.049,0,6,15,6,0
251,-0.009,0.023,-0.024,-0.111,-9.015,0.049,0,6,15,6,0
251.5,-0.006,0.023,-0.023,-0.516,-8.51,0.045,0,6,15,6,0
252,-0.003,0.021,-0.02,-0.695,-7.458,0.039,0,6,15,6,0
252.5,0,0.017,-0.016,-0.687,-5.958,0.031,0,6,15,6,0
253,0.002,0.012,-0.011,-0.483,-4.101,0.021,0,6,15,6,0
253.5,0.001,0.005,-0.005,-0.141,-2.017,0.011,0,6,15,6,0
254,0,-0.001,0.001,0.405,0.22,0,0,6,15,6,0
254.5,-0.004,-0.007,0.008,1.2,2.519,-0.011,0,6,15,6,0
255,-0.009,-0.012,0.015,2.17,4.767,-0.022,0,6,15,6,0
255.5,-0.015,-0.015,0.021,3.043,6.792,-0.031,0,6,15,6,0
256,-0.021,-0.016,0.026,3.845,8.558,-0.039,0,6,15,6,0
256.5,-0.027,-0.016,0.03,4.461,9.958,-0.046,0,6,15,6,0
257,-0.032,-0.013,0.033,4.784,10.922,-0.05,0,6,15,6,0
257.5,-0.034,-0.009,0.034,4.715,11.377,-0.053,0,6,15,6,0
258,-0.034,-0.005,0.034,4.272,11.307,-0.053,0,6,15,6,0
258.5,-0.033,0,0.032,3.735,10.799,-0.052,0,6,15,6,0
259,-0.03,0.004,0.029,3.286,9.907,-0.048,0,6,15,6,0
259.5,-0.026,0.007,0.026,3.074,8.722,-0.042,0,6,15,6,0
260,-0.021,0.009,0.022,3.313,7.391,-0.034,0,6,15,6,0
260.5,-0.017,0.01,0.019,3.996,6.01,-0.025,0,6,15,6,0
261,-0.013,0.01,0.016,4.684,4.551,-0.016,0,6,15,6,0
261.5,-0.009,0.009,0.013,5.095,3.067,-0.007,0,6,15,6,0
262,-0.006,0.007,0.009,5.025,1.602,0.001,0,6,15,6,0
262.5,-0.002,0.004,0.005,4.498,0.251,0.007,0,6,15,6,0
263,0,0.001,0.001,3.777,-0.851,0.012,0,6,15,6,0
263.5,0,-0.001,-0.001,3.119,-1.609,0.015,0,6,15,6,0
264,0,-0.003,-0.003,2.789,-1.934,0.016,0,6,15,6,0
264.5,0,-0.002,-0.002,2.994,-1.761,0.015,0,6,15,6,0
265,0,0,0,3.5,-1.192,0.013,0,6,15,6,0
265.5,0.001,0.003,0.003,4.106,-0.288,0.009,0,6,15,6,0
266,0.002,0.006,0.006,4.494,0.81,0.004,0,6,15,6,0
266.5,0.005,0.009,0.01,4.675,2.078,-0.002,0,6,15,6,0
267,0.009,0.011,0.014,4.851,3.514,-0.01,0,6,15,6,0
267.5,0.013,0.013,0.018,4.907,4.978,-0.018,0,6,15,6,0
268,0.018,0.014,0.021,4.975,6.445,-0.026,0,6,15,6,0
268.5,0.023,0.013,0.025,5.111,7.838,-0.033,0,6,15,6,0
269,0.027,0.011,0.029,5.331,9.091,-0.039,0,6,15,6,0
269.5,0.032,0.009,0.032,5.624,10.139,-0.044,0,6,15,6,0
270,0.035,0.005,0.034,5.808,10.872,-0.048,0,6,15,6,0
270.5,0.036,0,0.035,5.793,11.238,-0.05,0,6,15,6,0
271,0.035,-0.005,0.034,5.524,11.196,-0.05,0,6,15,6,0
271.5,0.033,-0.009,0.033,4.989,10.734,-0.049,0,6,15,6,0
272,0.028,-0.012,0.03,4.169,9.84,-0.046,0,6,15,6,0
272.5,0.024,-0.014,0.026,3.611,8.738,-0.041,0,6,15,6,0
273,0.019,-0.015,0.023,3.714,7.59,-0.034,0,6,15,6,0
273.5,0.015,-0.015,0.021,4.497,6.482,-0.027,0,6,15,6,0
274,0.012,-0.016,0.019,5.475,5.359,-0.019,0,6,15,6,0
274.5,0.008,-0.014,0.016,5.861,4.077,-0.011,0,6,15,6,0
275,0.005,-0.011,0.012,5.318,2.644,-0.004,0,6,15,6,0
275.5,0.002,-0.006,0.006,3.708,1.047,0.001,0,6,15,6,0
276,0,0,0,1.506,-0.548,0.006,0,6,15,6,0
276.5,0,0.007,-0.006,-0.936,-2.096,0.01,0,6,15,6,0
277,0.002,0.012,-0.012,-3.201,-3.52,0.013,0,6,15,6,0
277.5,0.005,0.017,-0.017,-4.921,-4.761,0.017,0,6,15,6,0
278,0.008,0.019,-0.02,-5.74,-5.723,0.02,0,6,15,6,0
278.5,0.011,0.019,-0.022,-5.502,-6.342,0.024,0,6,15,6,0
279,0.013,0.017,-0.021,-4.311,-6.596,0.028,0,6,15,6,0
279.5,0.014,0.014,-0.019,-2.371,-6.445,0.031,0,6,15,6,0
280,0.013,0.01,-0.016,-0.27,-5.985,0.032,0,6,15,6,0
280.5,0.011,0.007,-0.013,1.408,-5.304,0.031,0,6,15,6,0
281,0.009,0.004,-0.01,2.308,-4.457,0.029,0,6,15,6,0
281.5,0.007,0.002,-0.007,2.368,-3.467,0.023,0,6,15,6,0
282,0.004,0.001,-0.004,1.899,-2.291,0.016,0,6,15,6,0
282.5,0.001,0,-0.001,1.198,-0.953,0.007,0,6,15,6,0
283,-0.002,0,0.002,0.507,0.492,-0.002,0,6,15,6,0
283.5,-0.005,0.001,0.005,-0.179,1.889,-0.011,0,6,15,6,0
284,-0.008,0.003,0.008,-0.588,3.222,-0.019,0,6,15,6,0
284.5,-0.01,0.006,0.011,-0.407,4.494,-0.025,0,6,15,6,0
285,-0.012,0.009,0.015,0.318,5.619,-0.03,0,6,15,6,0
285.5,-0.013,0.013,0.018,1.347,6.504,-0.033,0,6,15,6,0
286,-0.013,0.017,0.02,2.168,6.985,-0.034,0,6,15,6,0
286.5,-0.011,0.019,0.021,2.612,7.055,-0.033,0,6,15,6,0
287,-0.008,0.019,0.02,2.704,6.753,-0.032,0,6,15,6,0
287.5,-0.005,0.018,0.018,2.481,6.115,-0.029,0,6,15,6,0
288,-0.002,0.016,0.015,1.929,5.159,-0.024,0,6,15,6,0
288.5,0,0.012,0.011,1.161,3.954,-0.019,0,6,15,6,0
289,0.001,0.008,0.007,0.479,2.635,-0.013,0,6,15,6,0
289.5,0.001,0.004,0.004,0.107,1.314,-0.007,0,6,15,6,0
290,0,0,0,0.148,0.087,0,0,6,15,6,0
290.5,-0.001,-0.002,-0.002,0.594,-0.969,0.006,0,6,15,6,0
291,-0.002,-0.003,-0.004,1.308,-1.805,0.012,0,6,15,6,0
291.5,-0.003,-0.003,-0.004,2.069,-2.401,0.017,0,6,15,6,0
292,-0.004,-0.003,-0.005,2.49,-2.817,0.02,0,6,15,6,0
292.5,-0.005,-0.003,-0.006,2.424,-3.045,0.021,0,6,15,6,0
293,-0.006,-0.002,-0.006,2.066,-3.01,0.02,0,6,15,6,0
293.5,-0.005,-0.001,-0.005,1.901,-2.57,0.018,0,6,15,6,0
294,-0.003,0,-0.003,1.954,-1.789,0.013,0,6,15,6,0
294.5,0,0,0,2.08,-0.764,0.008,0,6,15,6,0
295,0.003,0,0.003,2.209,0.424,0.002,0,6,15,6,0
295.5,0.007,-0.002,0.007,2.37,1.724,-0.005,0,6,15,6,0
296,0.01,-0.004,0.01,2.539,3.05,-0.012,0,6,15,6,0
296.5,0.012,-0.007,0.014,2.601,4.288,-0.018,0,6,15,6,0
297,0.013,-0.01,0.016,2.522,5.359,-0.024,0,6,15,6,0
297.5,0.013,-0.013,0.018,2.307,6.193,-0.029,0,6,15,6,0
298,0.012,-0.016,0.02,2.031,6.756,-0.033,0,6,15,6,0
298.5,0.01,-0.018,0.02,1.729,7.01,-0.035,0,6,15,6,0
299,0.008,-0.019,0.02,1.522,6.973,-0.035,0,6,15,6,0
299.5,0.005,-0.019,0.019,1.513,6.674,-0.033,0,6,15,6,0
300,0.002,-0.019,0.018,1.892,6.214,-0.03,0,6,15,6,0
300.5,0,-0.017,0.017,2.397,5.541,-0.026,0,6,15,6,0
301,-0.002,-0.015,0.015,2.762,4.654,-0.02,0,6,15,6,0
301.5,-0.003,-0.012,0.012,2.881,3.604,-0.014,0,6,15,6,0
302,-0.003,-0.008,0.009,2.552,2.385,-0.008,0,6,15,6,0
302.5,-0.003,-0.004,0.005,2.028,1.158,-0.002,0,6,15,6,0
303,-0.001,-0.001,0.002,1.665,0.08,0.003,0,6,15,6,0
303.5,0,0,-0.001,1.551,-0.791,0.007,0,6,15,6,0
304,0.002,0.002,-0.003,1.502,-1.482,0.011,0,6,15,6,0
304.5,0.004,0.002,-0.004,1.359,-2.006,0.013,0,6,15,6,0
305,0.005,0.002,-0.005,1.154,-2.326,0.015,0,6,15,6,0
305.5,0.006,0.001,-0.006,0.925,-2.432,0.015,0,6,15,6,0
306,0.005,0.001,-0.005,0.786,-2.291,0.014,0,6,15,6,0
306.5,0.005,0,-0.004,0.749,-1.93,0.012,0,6,15,6,0
307,0.003,0,-0.003,0.767,-1.392,0.009,0,6,15,6,0
307.5,0.001,0,-0.001,0.724,-0.755,0.005,0,6,15,6,0
308,0,0,0,0.647,-0.048,0.001,0,6,15,6,0
308.5,-0.002,0.001,0.002,0.281,0.574,-0.003,0,6,15,6,0
309,-0.002,0.002,0.003,-0.287,1.094,-0.006,0,6,15,6,0
309.5,-0.002,0.002,0.003,-0.829,1.522,-0.01,0,6,15,6,0
310,-0.002,0.003,0.003,-1.403,1.759,-0.012,0,6,15,6,0
310.5,-0.001,0.002,0.002,-2.33,1.637,-0.013,0,6,15,6,0
311,0,0,0,-3.358,1.222,-0.013,0,6,15,6,0
311.5,0.001,-0.002,-0.002,-4.022,0.638,-0.011,0,6,15,6,0
312,0.001,-0.004,-0.004,-4.102,-0.049,-0.007,0,6,15,6,0
312.5,0,-0.005,-0.005,-3.564,-0.779,-0.003,0,6,15,6,0
313,-0.001,-0.007,-0.007,-2.755,-1.597,0.003,0,6,15,6,0
313.5,-0.002,-0.008,-0.008,-1.894,-2.452,0.01,0,6,15,6,0
314,-0.004,-0.009,-0.01,-1.123,-3.28,0.016,0,6,15,6,0
314.5,-0.006,-0.01,-0.011,-0.498,-3.997,0.021,0,6,15,6,0
315,-0.008,-0.01,-0.012,-0.119,-4.562,0.025,0,6,15,6,0
315.5,-0.009,-0.009,-0.013,-0.018,-4.928,0.027,0,6,15,6,0
316,-0.011,-0.008,-0.013,0.091,-4.962,0.027,0,6,15,6,0
316.5,-0.011,-0.006,-0.012,0.146,-4.707,0.026,0,6,15,6,0
317,-0.01,-0.004,-0.011,0.107,-4.188,0.023,0,6,15,6,0
317.5,-0.009,-0.002,-0.009,-0.049,-3.458,0.019,0,6,15,6,0
318,-0.007,-0.001,-0.007,-0.142,-2.505,0.013,0,6,15,6,0
318.5,-0.004,0,-0.004,-0.058,-1.365,0.007,0,6,15,6,0
319,0,0,0,0.026,-0.179,0.001,0,6,15,6,0
319.5,0.003,-0.001,0.003,0.244,1.053,-0.005,0,6,15,6,0
320,0.006,-0.003,0.007,0.619,2.266,-0.011,0,6,15,6,0
320.5,0.009,-0.005,0.01,1.225,3.447,-0.016,0,6,15,6,0
321,0.011,-0.009,0.014,1.908,4.503,-0.021,0,6,15,6,0
321.5,0.012,-0.012,0.017,2.596,5.404,-0.024,0,6,15,6,0
322,0.012,-0.016,0.019,3.177,6.098,-0.027,0,6,15,6,0
322.5,0.011,-0.018,0.02,3.546,6.552,-0.029,0,6,15,6,0
323,0.008,-0.02,0.021,3.627,6.736,-0.03,0,6,15,6,0
323.5,0.005,-0.02,0.021,3.382,6.633,-0.03,0,6,15,6,0
324,0.003,-0.019,0.019,2.811,6.231,-0.029,0,6,15,6,0
324.5,0,-0.017,0.016,2.034,5.564,-0.026,0,6,15,6,0
325,-0.002,-0.014,0.013,1.214,4.678,-0.023,0,6,15,6,0
325.5,-0.003,-0.01,0.01,0.528,3.639,-0.019,0,6,15,6,0
326,-0.002,-0.006,0.006,-0.103,2.43,-0.013,0,6,15,6,0
326.5,-0.001,-0.002,0.003,-0.53,1.156,-0.007,0,6,15,6,0
327,0,0.001,-0.001,-0.571,-0.065,-0.001,0,6,15,6,0
327.5,0.003,0.003,-0.004,-0.382,-1.225,0.006,0,6,15,6,0
328,0.005,0.004,-0.006,0.002,-2.235,0.012,0,6,15,6,0
328.5,0.007,0.004,-0.008,0.484,-3.046,0.017,0,6,15,6,0
329,0.008,0.004,-0.009,0.838,-3.662,0.021,0,6,15,6,0
329.5,0.01,0.003,-0.01,1.003,-4.038,0.024,0,6,15,6,0
330,0.01,0.001,-0.01,0.941,-4.165,0.024,0,6,15,6,0
330.5,0.01,0,-0.01,0.692,-4.032,0.023,0,6,15,6,0
331,0.009,-0.001,-0.009,0.352,-3.638,0.02,0,6,15,6,0
331.5,0.008,-0.002,-0.008,0.029,-3.003,0.016,0,6,15,6,0
332,0.006,-0.002,-0.006,-0.215,-2.173,0.011,0,6,15,6,0
332.5,0.003,-0.002,-0.003,-0.336,-1.203,0.006,0,6,15,6,0
333,0.001,0,-0.001,-0.326,-0.16,0,0,6,15,6,0
333.5,-0.002,0.002,0.003,-0.013,0.961,-0.005,0,6,15,6,0
334,-0.004,0.005,0.006,0.649,2.126,-0.01,0,6,15,6,0
334.5,-0.005,0.008,0.009,1.166,3.114,-0.015,0,6,15,6,0
335,-0.005,0.011,0.012,1.425,3.89,-0.018,0,6,15,6,0
335.5,-0.003,0.013,0.013,1.315,4.376,-0.021,0,6,15,6,0
336,-0.002,0.013,0.013,0.743,4.503,-0.023,0,6,15,6,0
336.5,0,0.012,0.011,-0.088,4.307,-0.024,0,6,15,6,0
337,0.001,0.009,0.009,-1.007,3.799,-0.023,0,6,15,6,0
337.5,0.002,0.006,0.006,-1.836,3.016,-0.02,0,6,15,6,0
338,0.001,0.003,0.003,-2.443,2.002,-0.016,0,6,15,6,0
338.5,0,0,0,-2.728,0.823,-0.01,0,6,15,6,0
339,-0.002,-0.003,-0.003,-2.417,-0.351,-0.003,0,6,15,6,0
339.5,-0.004,-0.004,-0.005,-1.615,-1.474,0.005,0,6,15,6,0
340,-0.006,-0.004,-0.007,-0.579,-2.5,0.012,0,6,15,6,0
340.5,-0.008,-0.004,-0.009,0.339,-3.42,0.019,0,6,15,6,0
341,-0.01,-0.004,-0.011,0.622,-4.306,0.025,0,6,15,6,0
341.5,-0.013,-0.003,-0.013,0.275,-5.067,0.028,0,6,15,6,0
342,-0.015,-0.002,-0.015,-0.347,-5.565,0.03,0,6,15,6,0
342.5,-0.017,0,-0.016,-1.041,-5.764,0.029,0,6,15,6,0
343,-0.017,0.002,-0.016,-1.639,-5.648,0.028,0,6,15,6,0
343.5,-0.015,0.004,-0.015,-1.884,-5.176,0.025,0,6,15,6,0
344,-0.013,0.005,-0.013,-1.744,-4.395,0.021,0,6,15,6,0
344.5,-0.009,0.005,-0.01,-1.348,-3.391,0.016,0,6,15,6,0
345,-0.005,0.004,-0.006,-0.71,-2.195,0.011,0,6,15,6,0
345.5,-0.001,0.001,-0.002,0.272,-0.799,0.005,0,6,15,6,0
346,0.002,-0.003,0.004,1.599,0.777,-0.001,0,6,15,6,0
346.5,0.005,-0.008,0.009,2.874,2.367,-0.007,0,6,15,6,0
347,0.006,-0.013,0.014,4.031,3.963,-0.014,0,6,15,6,0
347.5,0.005,-0.019,0.019,4.974,5.494,-0.02,0,6,15,6,0
348,0.003,-0.024,0.023,5.447,6.832,-0.027,0,6,15,6,0
348.5,0,-0.027,0.026,5.502,7.954,-0.033,0,6,15,6,0
349,-0.004,-0.028,0.027,4.958,8.708,-0.038,0,6,15,6,0
349.5,-0.007,-0.027,0.027,3.803,9.017,-0.042,0,6,15,6,0
350,-0.01,-0.024,0.025,2.272,8.87,-0.044,0,6,15,6,0
350.5,-0.012,-0.02,0.023,0.756,8.316,-0.044,0,6,15,6,0
351,-0.012,-0.016,0.019,-0.497,7.375,-0.041,0,6,15,6,0
351.5,-0.011,-0.011,0.015,-1.26,6.114,-0.036,0,6,15,6,0
352,-0.009,-0.007,0.011,-1.393,4.624,-0.028,0,6,15,6,0
352.5,-0.006,-0.004,0.007,-1,2.96,-0.018,0,6,15,6,0
353,-0.003,-0.001,0.003,-0.282,1.197,-0.007,0,6,15,6,0
353.5,0.002,0,-0.002,0.245,-0.695,0.004,0,6,15,6,0
354,0.007,0.001,-0.006,0.459,-2.579,0.015,0,6,15,6,0
354.5,0.012,0,-0.011,0.231,-4.387,0.024,0,6,15,6,0
355,0.016,-0.002,-0.016,-0.34,-5.984,0.032,0,6,15,6,0
355.5,0.02,-0.005,-0.02,-0.874,-7.181,0.037,0,6,15,6,0
356,0.021,-0.009,-0.022,-1.281,-7.935,0.041,0,6,15,6,0
356.5,0.021,-0.012,-0.023,-1.55,-8.228,0.042,0,6,15,6,0
357,0.019,-0.014,-0.023,-1.662,-8.062,0.041,0,6,15,6,0
357.5,0.015,-0.015,-0.021,-1.579,-7.445,0.037,0,6,15,6,0
358,0.011,-0.015,-0.018,-1.259,-6.402,0.032,0,6,15,6,0
358.5,0.007,-0.012,-0.014,-0.749,-5,0.026,0,6,15,6,0
359,0.004,-0.009,-0.009,-0.18,-3.345,0.018,0,6,15,6,0
359.5,0.001,-0.004,-0.004,0.337,-1.54,0.009,0,6,15,6,0
360,0,0.001,0.001,0.588,0.252,0,0,6,15,6,0
360.5,0,0.006,0.006,0.605,1.957,-0.009,0,6,15,6,0
361,0.001,0.01,0.01,0.774,3.617,-0.018,0,6,15,6,0
361.5,0.004,0.014,0.014,1.072,5.108,-0.026,0,6,15,6,0
362,0.007,0.017,0.018,1.401,6.338,-0.032,0,6,15,6,0
362.5,0.011,0.018,0.02,1.61,7.201,-0.036,0,6,15,6,0
363,0.013,0.017,0.021,1.414,7.558,-0.038,0,6,15,6,0
363.5,0.015,0.015,0.02,0.907,7.432,-0.039,0,6,15,6,0
364,0.015,0.012,0.019,0.399,6.912,-0.037,0,6,15,6,0
364.5,0.014,0.008,0.016,0.065,6.056,-0.033,0,6,15,6,0
365,0.012,0.005,0.013,-0.046,4.921,-0.027,0,6,15,6,0
365.5,0.009,0.002,0.009,-0.012,3.546,-0.019,0,6,15,6,0
366,0.006,0.001,0.005,0.157,2.03,-0.011,0,6,15,6,0
366.5,0.002,0,0.002,0.442,0.476,-0.002,0,6,15,6,0
367,-0.002,0,-0.002,0.708,-1.05,0.007,0,6,15,6,0
367.5,-0.005,0.001,-0.005,1.011,-2.405,0.015,0,6,15,6,0
368,-0.008,0.003,-0.008,1.1,-3.595,0.022,0,6,15,6,0
368.5,-0.01,0.006,-0.011,0.744,-4.623,0.027,0,6,15,6,0
369,-0.012,0.009,-0.014,0.005,-5.428,0.03,0,6,15,6,0
369.5,-0.012,0.012,-0.017,-1.001,-5.984,0.031,0,6,15,6,0
370,-0.011,0.015,-0.018,-1.876,-6.183,0.03,0,6,15,6,0
370.5,-0.009,0.016,-0.018,-2.238,-5.949,0.028,0,6,15,6,0
371,-0.006,0.015,-0.016,-2.029,-5.314,0.025,0,6,15,6,0
371.5,-0.003,0.013,-0.013,-1.444,-4.376,0.021,0,6,15,6,0
372,-0.001,0.009,-0.009,-0.617,-3.192,0.016,0,6,15,6,0
372.5,0,0.005,-0.005,0.28,-1.843,0.011,0,6,15,6,0
373,0,0,0,0.969,-0.456,0.004,0,6,15,6,0
373.5,-0.001,-0.004,0.004,1.484,0.954,-0.002,0,6,15,6,0
374,-0.003,-0.007,0.008,1.692,2.27,-0.009,0,6,15,6,0
374.5,-0.006,-0.01,0.011,1.686,3.468,-0.016,0,6,15,6,0
375,-0.008,-0.011,0.013,1.517,4.48,-0.021,0,6,15,6,0
375.5,-0.011,-0.011,0.015,1.202,5.241,-0.026,0,6,15,6,0
376,-0.013,-0.01,0.016,0.918,5.753,-0.03,0,6,15,6,0
376.5,-0.015,-0.009,0.017,0.905,6.058,-0.031,0,6,15,6,0
377,-0.017,-0.007,0.017,1.252,6.168,-0.031,0,6,15,6,0
377.5,-0.017,-0.005,0.017,1.693,6.004,-0.029,0,6,15,6,0
378,-0.017,-0.002,0.017,2.146,5.601,-0.026,0,6,15,6,0
378.5,-0.016,0,0.015,2.53,4.986,-0.022,0,6,15,6,0
379,-0.014,0.002,0.014,2.746,4.192,-0.018,0,6,15,6,0
379.5,-0.011,0.003,0.011,2.769,3.279,-0.013,0,6,15,6,0
380,-0.008,0.003,0.008,2.426,2.235,-0.008,0,6,15,6,0
380.5,-0.004,0.002,0.005,1.732,1.113,-0.003,0,6,15,6,0
381,0,0,0,0.588,-0.117,0.002,0,6,15,6,0
381.5,0.003,-0.003,-0.004,-0.804,-1.373,0.006,0,6,15,6,0
382,0.006,-0.007,-0.009,-2.303,-2.637,0.01,0,6,15,6,0
382.5,0.007,-0.012,-0.013,-3.586,-3.808,0.014,0,6,15,6,0
383,0.007,-0.016,-0.016,-4.3,-4.776,0.018,0,6,15,6,0
383.5,0.005,-0.018,-0.018,-4.229,-5.454,0.022,0,6,15,6,0
384,0.003,-0.019,-0.019,-3.523,-5.851,0.025,0,6,15,6,0
384.5,0,-0.019,-0.018,-2.664,-6.069,0.028,0,6,15,6,0
385,-0.002,-0.018,-0.018,-1.913,-6.11,0.03,0,6,15,6,0
385.5,-0.004,-0.017,-0.017,-1.307,-5.932,0.03,0,6,15,6,0
386,-0.006,-0.015,-0.015,-0.951,-5.558,0.028,0,6,15,6,0
386.5,-0.007,-0.012,-0.014,-0.804,-4.972,0.025,0,6,15,6,0
387,-0.008,-0.01,-0.012,-1.142,-4.327,0.021,0,6,15,6,0
387.5,-0.008,-0.008,-0.011,-1.734,-3.584,0.016,0,6,15,6,0
388,-0.008,-0.006,-0.009,-2.273,-2.737,0.011,0,6,15,6,0
388.5,-0.006,-0.004,-0.007,-2.523,-1.795,0.005,0,6,15,6,0
389,-0.004,-0.002,-0.004,-2.491,-0.843,0,0,6,15,6,0
389.5,-0.002,0,-0.002,-2.171,0.076,-0.005,0,6,15,6,0
390,0.001,0,0.001,-1.744,0.858,-0.008,0,6,15,6,0
390.5,0.002,0,0.002,-1.44,1.412,-0.01,0,6,15,6,0
391,0.003,0,0.003,-1.491,1.642,-0.012,0,6,15,6,0
391.5,0.002,-0.001,0.002,-2.033,1.492,-0.012,0,6,15,6,0
392,0,0,0,-2.645,1.105,-0.011,0,6,15,6,0
392.5,-0.001,0.001,-0.002,-3.132,0.515,-0.009,0,6,15,6,0
393,-0.003,0.002,-0.004,-3.449,-0.253,-0.005,0,6,15,6,0
393.5,-0.005,0.005,-0.006,-3.51,-1.133,0,0,6,15,6,0
394,-0.005,0.007,-0.009,-3.345,-2.082,0.005,0,6,15,6,0
394.5,-0.005,0.009,-0.01,-2.772,-2.947,0.011,0,6,15,6,0
395,-0.005,0.011,-0.012,-1.968,-3.715,0.016,0,6,15,6,0
395.5,-0.003,0.013,-0.013,-1.17,-4.359,0.021,0,6,15,6,0
396,-0.002,0.014,-0.013,-0.547,-4.847,0.025,0,6,15,6,0
396.5,0,0.014,-0.014,-0.25,-5.166,0.028,0,6,15,6,0
397,0.002,0.015,-0.014,-0.335,-5.302,0.028,0,6,15,6,0
397.5,0.004,0.015,-0.015,-0.79,-5.26,0.027,0,6,15,6,0
398,0.006,0.014,-0.014,-1.347,-4.979,0.025,0,6,15,6,0
398.5,0.007,0.012,-0.014,-1.927,-4.509,0.021,0,6,15,6,0
399,0.008,0.01,-0.012,-2.357,-3.853,0.016,0,6,15,6,0
399.5,0.008,0.008,-0.01,-2.576,-3.068,0.012,0,6,15,6,0
400,0.007,0.005,-0.008,-2.481,-2.176,0.007,0,6,15,6,0
400.5,0.005,0.003,-0.005,-2.166,-1.264,0.003,0,6,15,6,0
401,0.002,0.001,-0.002,-1.664,-0.366,-0.001,0,6,15,6,0
401.5,0,0,0,-1.086,0.455,-0.005,0,6,15,6,0
402,-0.003,0,0.003,-0.542,1.155,-0.007,0,6,15,6,0
402.5,-0.004,0,0.004,-0.137,1.693,-0.009,0,6,15,6,0
403,-0.006,0.001,0.005,0.059,2.04,-0.011,0,6,15,6,0
403.5,-0.006,0.002,0.006,0.016,2.18,-0.012,0,6,15,6,0
404,-0.005,0.002,0.006,-0.127,2.156,-0.012,0,6,15,6,0
404.5,-0.004,0.003,0.005,-0.267,1.992,-0.011,0,6,15,6,0
405,-0.004,0.003,0.004,-0.248,1.749,-0.01,0,6,15,6,0
405.5,-0.002,0.002,0.003,-0.237,1.373,-0.008,0,6,15,6,0
406,-0.001,0.002,0.002,-0.362,0.855,-0.005,0,6,15,6,0
406.5,0,0,0,-0.587,0.237,-0.002,0,6,15,6,0
407,0.001,-0.002,-0.002,-0.849,-0.438,0.001,0,6,15,6,0
407.5,0.001,-0.004,-0.004,-1.214,-1.173,0.004,0,6,15,6,0
408,0.001,-0.006,-0.006,-1.455,-1.853,0.007,0,6,15,6,0
408.5,0,-0.008,-0.008,-1.552,-2.461,0.01,0,6,15,6,0
409,-0.001,-0.009,-0.009,-1.454,-2.938,0.013,0,6,15,6,0
409.5,-0.003,-0.01,-0.01,-1.185,-3.263,0.015,0,6,15,6,0
