时间t,纵向位移X,横向位移Y,垂向位移Z,横倾角Phi,纵倾角Theta,首向角Psi,船型,浪级,浪向角,吃水,航速
560,-0.009,-0.009,0.012,1.568,2.817,-0.018,0,5,30,6,0
560.5,-0.005,-0.003,0.005,0.307,1.242,-0.009,0,5,30,6,0
561,0.003,0.001,-0.003,-1.366,-0.44,0,0,5,30,6,0
561.5,0.012,0,-0.011,-2.715,-2.049,0.009,0,5,30,6,0
562,0.017,-0.005,-0.017,-3.359,-3.478,0.018,0,5,30,6,0
562.5,0.019,-0.011,-0.021,-3.239,-4.648,0.028,0,5,30,6,0
563,0.018,-0.018,-0.023,-2.466,-5.503,0.036,0,5,30,6,0
563.5,0.013,-0.022,-0.023,-1.405,-6.028,0.043,0,5,30,6,0
564,0.006,-0.024,-0.023,-0.535,-6.242,0.047,0,5,30,6,0
564.5,0,-0.024,-0.022,0.101,-6.107,0.048,0,5,30,6,0
565,-0.006,-0.021,-0.02,0.235,-5.676,0.045,0,5,30,6,0
565.5,-0.01,-0.017,-0.018,-0.01,-4.95,0.039,0,5,30,6,0
566,-0.011,-0.011,-0.015,-0.458,-3.967,0.03,0,5,30,6,0
566.5,-0.011,-0.006,-0.011,-1.006,-2.794,0.019,0,5,30,6,0
567,-0.007,-0.002,-0.007,-1.382,-1.477,0.008,0,5,30,6,0
567.5,-0.002,0,-0.002,-1.361,-0.079,-0.003,0,5,30,6,0
568,0.004,-0.001,0.004,-0.922,1.318,-0.013,0,5,30,6,0
568.5,0.009,-0.005,0.009,-0.165,2.626,-0.021,0,5,30,6,0
569,0.011,-0.011,0.014,0.351,3.695,-0.028,0,5,30,6,0
569.5,0.009,-0.016,0.017,0.516,4.473,-0.034,0,5,30,6,0
570,0.005,-0.019,0.018,0.385,4.929,-0.037,0,5,30,6,0
570.5,0,-0.02,0.018,0.038,5.048,-0.039,0,5,30,6,0
571,-0.005,-0.018,0.017,-0.422,4.834,-0.039,0,5,30,6,0
571.5,-0.008,-0.014,0.015,-0.695,4.345,-0.036,0,5,30,6,0
572,-0.009,-0.009,0.012,-0.736,3.611,-0.03,0,5,30,6,0
572.5,-0.009,-0.005,0.009,-0.349,2.72,-0.022,0,5,30,6,0
573,-0.007,-0.002,0.007,0.339,1.718,-0.012,0,5,30,6,0
573.5,-0.004,0,0.004,1.023,0.642,-0.002,0,5,30,6,0
574,0,0,0,1.523,-0.441,0.008,0,5,30,6,0
574.5,0.003,-0.002,-0.004,1.515,-1.51,0.016,0,5,30,6,0
575,0.006,-0.006,-0.008,0.77,-2.536,0.022,0,5,30,6,0
575.5,0.007,-0.012,-0.013,-0.619,-3.466,0.025,0,5,30,6,0
576,0.005,-0.019,-0.018,-2.113,-4.2,0.027,0,5,30,6,0
576.5,0,-0.023,-0.021,-3.313,-4.686,0.028,0,5,30,6,0
577,-0.006,-0.024,-0.023,-4.112,-4.922,0.027,0,5,30,6,0
577.5,-0.012,-0.022,-0.023,-4.319,-4.884,0.026,0,5,30,6,0
578,-0.016,-0.016,-0.021,-3.863,-4.575,0.025,0,5,30,6,0
578.5,-0.017,-0.01,-0.018,-2.687,-3.987,0.024,0,5,30,6,0
579,-0.013,-0.003,-0.012,-0.845,-3.131,0.022,0,5,30,6,0
579.5,-0.006,0,-0.006,1.316,-2.063,0.02,0,5,30,6,0
580,0.001,0,0.001,3.212,-0.881,0.016,0,5,30,6,0
580.5,0.006,-0.004,0.007,4.443,0.337,0.009,0,5,30,6,0
581,0.009,-0.009,0.012,4.98,1.548,0.001,0,5,30,6,0
581.5,0.009,-0.015,0.016,4.96,2.711,-0.008,0,5,30,6,0
582,0.005,-0.02,0.019,4.556,3.775,-0.017,0,5,30,6,0
582.5,0,-0.024,0.022,3.964,4.693,-0.026,0,5,30,6,0
583,-0.007,-0.025,0.024,3.442,5.432,-0.033,0,5,30,6,0
583.5,-0.013,-0.023,0.025,2.834,5.899,-0.038,0,5,30,6,0
584,-0.019,-0.019,0.024,2.135,6.06,-0.042,0,5,30,6,0
584.5,-0.022,-0.013,0.024,1.793,5.968,-0.042,0,5,30,6,0
585,-0.024,-0.006,0.022,1.875,5.627,-0.039,0,5,30,6,0
585.5,-0.023,0,0.021,2.425,5.08,-0.033,0,5,30,6,0
586,-0.021,0.006,0.02,3.309,4.361,-0.025,0,5,30,6,0
586.5,-0.016,0.009,0.017,3.984,3.454,-0.016,0,5,30,6,0
587,-0.011,0.011,0.014,4.298,2.426,-0.007,0,5,30,6,0
587.5,-0.006,0.01,0.01,4.291,1.357,0.001,0,5,30,6,0
588,-0.002,0.007,0.006,4.119,0.337,0.008,0,5,30,6,0
588.5,0,0.003,0.003,3.761,-0.588,0.015,0,5,30,6,0
589,0,-0.001,-0.001,3.26,-1.366,0.019,0,5,30,6,0
589.5,-0.002,-0.003,-0.004,2.771,-1.942,0.023,0,5,30,6,0
590,-0.004,-0.004,-0.006,2.156,-2.33,0.024,0,5,30,6,0
590.5,-0.007,-0.004,-0.007,1.396,-2.528,0.024,0,5,30,6,0
591,-0.009,-0.002,-0.008,0.699,-2.516,0.022,0,5,30,6,0
591.5,-0.009,0,-0.008,0.224,-2.298,0.019,0,5,30,6,0
592,-0.008,0.002,-0.007,-0.245,-1.945,0.015,0,5,30,6,0
592.5,-0.006,0.003,-0.006,-0.662,-1.482,0.01,0,5,30,6,0
593,-0.004,0.004,-0.005,-1.149,-0.979,0.005,0,5,30,6,0
593.5,-0.002,0.004,-0.004,-1.691,-0.474,-0.001,0,5,30,6,0
594,-0.001,0.003,-0.002,-2.041,0.028,-0.006,0,5,30,6,0
594.5,0,0.002,-0.001,-2.447,0.432,-0.01,0,5,30,6,0
595,0,0.001,-0.001,-2.797,0.735,-0.013,0,5,30,6,0
595.5,0,0,0,-2.865,0.945,-0.015,0,5,30,6,0
596,-0.001,-0.001,0.001,-2.441,1.085,-0.015,0,5,30,6,0
596.5,-0.002,-0.001,0.002,-1.609,1.146,-0.013,0,5,30,6,0
597,-0.004,-0.001,0.003,-0.562,1.125,-0.01,0,5,30,6,0
597.5,-0.005,0,0.005,0.737,1.071,-0.006,0,5,30,6,0
598,-0.007,0.002,0.006,2.165,1.006,-0.002,0,5,30,6,0
598.5,-0.007,0.004,0.008,3.518,0.946,0.002,0,5,30,6,0
599,-0.007,0.007,0.009,4.555,0.898,0.005,0,5,30,6,0
599.5,-0.005,0.009,0.009,5.006,0.848,0.007,0,5,30,6,0
600,-0.003,0.01,0.009,4.976,0.834,0.007,0,5,30,6,0
600.5,0,0.01,0.009,4.719,0.891,0.006,0,5,30,6,0
601,0.002,0.009,0.009,4.132,0.977,0.004,0,5,30,6,0
601.5,0.005,0.008,0.008,3.478,1.119,0.001,0,5,30,6,0
602,0.007,0.007,0.009,3.173,1.353,-0.002,0,5,30,6,0
602.5,0.01,0.006,0.01,3.435,1.686,-0.004,0,5,30,6,0
603,0.013,0.003,0.012,3.988,2.054,-0.005,0,5,30,6,0
603.5,0.015,0,0.014,4.356,2.377,-0.007,0,5,30,6,0
604,0.016,-0.004,0.015,4.41,2.634,-0.009,0,5,30,6,0
604.5,0.014,-0.008,0.015,4.01,2.783,-0.011,0,5,30,6,0
605,0.011,-0.011,0.014,3.207,2.815,-0.013,0,5,30,6,0
605.5,0.007,-0.012,0.012,2.109,2.717,-0.016,0,5,30,6,0
606,0.003,-0.01,0.01,0.831,2.48,-0.017,0,5,30,6,0
606.5,0,-0.008,0.007,-0.404,2.118,-0.018,0,5,30,6,0
607,-0.001,-0.005,0.005,-1.181,1.689,-0.016,0,5,30,6,0
607.5,-0.001,-0.002,0.002,-1.623,1.168,-0.013,0,5,30,6,0
608,0,0,0,-1.843,0.566,-0.009,0,5,30,6,0
608.5,0.002,0.001,-0.002,-1.582,-0.033,-0.004,0,5,30,6,0
609,0.004,0.001,-0.003,-1.026,-0.622,0.002,0,5,30,6,0
609.5,0.005,0,-0.005,-0.36,-1.17,0.008,0,5,30,6,0
610,0.006,-0.002,-0.006,0.073,-1.683,0.013,0,5,30,6,0
610.5,0.007,-0.004,-0.007,0.127,-2.135,0.017,0,5,30,6,0
611,0.007,-0.007,-0.009,-0.084,-2.479,0.019,0,5,30,6,0
611.5,0.006,-0.01,-0.01,-0.521,-2.704,0.02,0,5,30,6,0
612,0.003,-0.012,-0.011,-0.953,-2.77,0.019,0,5,30,6,0
612.5,0,-0.012,-0.011,-1.252,-2.675,0.018,0,5,30,6,0
613,-0.003,-0.011,-0.01,-1.383,-2.432,0.015,0,5,30,6,0
613.5,-0.005,-0.009,-0.009,-1.335,-2.06,0.012,0,5,30,6,0
614,-0.005,-0.005,-0.007,-1.163,-1.591,0.009,0,5,30,6,0
614.5,-0.005,-0.003,-0.005,-0.989,-1.07,0.006,0,5,30,6,0
615,-0.003,-0.001,-0.003,-0.791,-0.518,0.002,0,5,30,6,0
615.5,-0.001,0,-0.001,-0.787,-0.006,-0.002,0,5,30,6,0
616,0,0,0,-1.064,0.425,-0.006,0,5,30,6,0
616.5,0,0,0,-1.945,0.68,-0.011,0,5,30,6,0
617,-0.001,0.001,-0.002,-3.436,0.723,-0.015,0,5,30,6,0
617.5,-0.002,0.004,-0.005,-5.265,0.55,-0.018,0,5,30,6,0
618,-0.002,0.008,-0.008,-7.009,0.187,-0.02,0,5,30,6,0
618.5,0,0.012,-0.011,-8.295,-0.335,-0.02,0,5,30,6,0
619,0.004,0.016,-0.015,-9.028,-1.006,-0.016,0,5,30,6,0
619.5,0.01,0.017,-0.018,-9.14,-1.785,-0.011,0,5,30,6,0
620,0.015,0.015,-0.02,-8.595,-2.614,-0.003,0,5,30,6,0
620.5,0.02,0.012,-0.021,-7.431,-3.425,0.007,0,5,30,6,0
621,0.023,0.006,-0.022,-5.832,-4.156,0.017,0,5,30,6,0
621.5,0.024,0,-0.022,-4.072,-4.756,0.026,0,5,30,6,0
622,0.023,-0.006,-0.022,-2.52,-5.195,0.034,0,5,30,6,0
622.5,0.02,-0.012,-0.021,-1.521,-5.458,0.039,0,5,30,6,0
623,0.016,-0.016,-0.021,-0.978,-5.482,0.04,0,5,30,6,0
623.5,0.011,-0.019,-0.02,-0.795,-5.247,0.039,0,5,30,6,0
624,0.005,-0.018,-0.018,-0.587,-4.702,0.035,0,5,30,6,0
624.5,0,-0.015,-0.014,-0.197,-3.863,0.03,0,5,30,6,0
625,-0.003,-0.01,-0.01,0.337,-2.785,0.023,0,5,30,6,0
625.5,-0.002,-0.004,-0.004,0.872,-1.545,0.014,0,5,30,6,0
626,0.001,0.001,0.001,1.348,-0.215,0.005,0,5,30,6,0
626.5,0.006,0.003,0.006,1.854,1.153,-0.004,0,5,30,6,0
627,0.013,0.003,0.012,2.403,2.489,-0.013,0,5,30,6,0
627.5,0.018,0,0.017,2.926,3.715,-0.021,0,5,30,6,0
628,0.022,-0.006,0.021,3.288,4.752,-0.028,0,5,30,6,0
628.5,0.023,-0.013,0.024,3.358,5.528,-0.034,0,5,30,6,0
629,0.02,-0.02,0.025,3.21,6.017,-0.038,0,5,30,6,0
629.5,0.014,-0.024,0.026,2.839,6.184,-0.041,0,5,30,6,0
630,0.007,-0.025,0.024,1.954,5.959,-0.041,0,5,30,6,0
630.5,0,-0.022,0.02,0.599,5.349,-0.04,0,5,30,6,0
631,-0.004,-0.015,0.014,-1.194,4.356,-0.037,0,5,30,6,0
631.5,-0.004,-0.007,0.007,-3.113,3.047,-0.032,0,5,30,6,0
632,0,0,0,-4.709,1.522,-0.025,0,5,30,6,0
632.5,0.007,0.004,-0.007,-5.466,-0.082,-0.014,0,5,30,6,0
633,0.013,0.004,-0.012,-5.237,-1.664,-0.001,0,5,30,6,0
633.5,0.018,0,-0.017,-4.285,-3.158,0.013,0,5,30,6,0
634,0.021,-0.006,-0.02,-2.99,-4.498,0.027,0,5,30,6,0
634.5,0.021,-0.012,-0.022,-1.749,-5.624,0.039,0,5,30,6,0
635,0.019,-0.019,-0.024,-0.775,-6.464,0.048,0,5,30,6,0
635.5,0.014,-0.024,-0.025,-0.193,-6.964,0.054,0,5,30,6,0
636,0.007,-0.027,-0.026,-0.137,-7.108,0.055,0,5,30,6,0
636.5,0,-0.028,-0.026,-0.782,-6.929,0.052,0,5,30,6,0
637,-0.007,-0.027,-0.025,-1.961,-6.436,0.045,0,5,30,6,0
637.5,-0.013,-0.022,-0.024,-3.039,-5.599,0.036,0,5,30,6,0
638,-0.016,-0.016,-0.021,-3.711,-4.472,0.025,0,5,30,6,0
638.5,-0.015,-0.009,-0.016,-3.721,-3.105,0.014,0,5,30,6,0
639,-0.01,-0.003,-0.009,-3.072,-1.587,0.004,0,5,30,6,0
639.5,-0.003,0,-0.003,-2.16,-0.06,-0.005,0,5,30,6,0
640,0.003,-0.001,0.003,-1.44,1.341,-0.014,0,5,30,6,0
640.5,0.007,-0.004,0.008,-1.085,2.531,-0.023,0,5,30,6,0
641,0.009,-0.009,0.011,-1.051,3.459,-0.03,0,5,30,6,0
641.5,0.007,-0.012,0.013,-1.195,4.096,-0.035,0,5,30,6,0
642,0.004,-0.015,0.014,-1.408,4.418,-0.038,0,5,30,6,0
642.5,0,-0.015,0.014,-1.75,4.392,-0.039,0,5,30,6,0
643,-0.003,-0.012,0.012,-2.263,4.01,-0.037,0,5,30,6,0
643.5,-0.005,-0.008,0.008,-2.848,3.304,-0.033,0,5,30,6,0
644,-0.003,-0.003,0.004,-3.325,2.336,-0.027,0,5,30,6,0
644.5,0,0,0,-3.598,1.172,-0.019,0,5,30,6,0
645,0.005,0.001,-0.005,-3.761,-0.137,-0.009,0,5,30,6,0
645.5,0.011,0,-0.01,-3.908,-1.526,0.001,0,5,30,6,0
646,0.016,-0.004,-0.015,-4.071,-2.914,0.012,0,5,30,6,0
646.5,0.019,-0.011,-0.02,-4.215,-4.214,0.022,0,5,30,6,0
647,0.019,-0.019,-0.024,-4.169,-5.322,0.03,0,5,30,6,0
647.5,0.015,-0.026,-0.027,-4.02,-6.19,0.037,0,5,30,6,0
648,0.008,-0.03,-0.029,-3.696,-6.749,0.043,0,5,30,6,0
648.5,0,-0.032,-0.029,-3.216,-6.964,0.046,0,5,30,6,0
649,-0.008,-0.029,-0.028,-2.68,-6.831,0.046,0,5,30,6,0
649.5,-0.014,-0.024,-0.025,-2.193,-6.365,0.044,0,5,30,6,0
650,-0.017,-0.017,-0.022,-1.847,-5.603,0.039,0,5,30,6,0
650.5,-0.017,-0.01,-0.018,-1.619,-4.582,0.031,0,5,30,6,0
651,-0.015,-0.004,-0.014,-1.516,-3.368,0.022,0,5,30,6,0
651.5,-0.01,0,-0.009,-1.531,-2.037,0.012,0,5,30,6,0
652,-0.005,0.001,-0.005,-1.707,-0.685,0.001,0,5,30,6,0
652.5,0,0,0,-1.935,0.621,-0.01,0,5,30,6,0
653,0.003,-0.003,0.004,-2.11,1.807,-0.02,0,5,30,6,0
653.5,0.004,-0.007,0.007,-2.156,2.81,-0.028,0,5,30,6,0
654,0.003,-0.011,0.01,-2.067,3.571,-0.033,0,5,30,6,0
654.5,0,-0.013,0.012,-1.835,4.055,-0.037,0,5,30,6,0
655,-0.004,-0.014,0.014,-1.354,4.267,-0.037,0,5,30,6,0
655.5,-0.008,-0.013,0.014,-0.866,4.167,-0.035,0,5,30,6,0
656,-0.01,-0.01,0.013,-0.398,3.789,-0.031,0,5,30,6,0
656.5,-0.011,-0.006,0.011,0.011,3.168,-0.025,0,5,30,6,0
657,-0.009,-0.002,0.009,0.288,2.347,-0.018,0,5,30,6,0
657.5,-0.006,0,0.006,0.51,1.405,-0.01,0,5,30,6,0
658,-0.002,0.001,0.002,0.581,0.388,-0.001,0,5,30,6,0
658.5,0.002,-0.001,-0.002,0.486,-0.637,0.006,0,5,30,6,0
659,0.004,-0.004,-0.005,0.243,-1.61,0.013,0,5,30,6,0
659.5,0.005,-0.009,-0.009,-0.19,-2.488,0.019,0,5,30,6,0
660,0.003,-0.013,-0.012,-0.695,-3.212,0.023,0,5,30,6,0
660.5,0,-0.016,-0.015,-1.13,-3.734,0.026,0,5,30,6,0
661,-0.004,-0.017,-0.016,-1.268,-4,0.028,0,5,30,6,0
661.5,-0.009,-0.015,-0.016,-1.057,-3.999,0.028,0,5,30,6,0
662,-0.011,-0.011,-0.014,-0.556,-3.736,0.028,0,5,30,6,0
662.5,-0.011,-0.007,-0.012,-0.184,-3.29,0.025,0,5,30,6,0
663,-0.01,-0.003,-0.01,-0.144,-2.707,0.021,0,5,30,6,0
663.5,-0.009,0,-0.008,-0.55,-2.048,0.015,0,5,30,6,0
664,-0.007,0.002,-0.007,-1.354,-1.359,0.007,0,5,30,6,0
664.5,-0.005,0.003,-0.005,-2.385,-0.684,-0.001,0,5,30,6,0
665,-0.004,0.004,-0.005,-3.469,-0.072,-0.009,0,5,30,6,0
665.5,-0.002,0.004,-0.004,-4.353,0.451,-0.015,0,5,30,6,0
666,-0.001,0.003,-0.003,-4.679,0.887,-0.02,0,5,30,6,0
666.5,0,0.001,-0.001,-4.316,1.223,-0.021,0,5,30,6,0
667,0,-0.002,0.001,-3.097,1.487,-0.02,0,5,30,6,0
667.5,-0.002,-0.004,0.004,-1.206,1.674,-0.016,0,5,30,6,0
668,-0.006,-0.006,0.008,0.966,1.774,-0.011,0,5,30,6,0
668.5,-0.009,-0.005,0.009,2.614,1.714,-0.006,0,5,30,6,0
669,-0.01,-0.003,0.009,3.232,1.477,-0.003,0,5,30,6,0
669.5,-0.008,0,0.007,2.726,1.081,-0.001,0,5,30,6,0
670,-0.005,0.001,0.004,1.714,0.642,0,0,5,30,6,0
670.5,-0.001,0.001,0.001,0.575,0.199,0,0,5,30,6,0
671,0.001,-0.001,-0.001,-0.474,-0.222,0,0,5,30,6,0
671.5,0.002,-0.003,-0.004,-1.228,-0.596,0.001,0,5,30,6,0
672,0.001,-0.005,-0.005,-1.548,-0.899,0.003,0,5,30,6,0
672.5,0,-0.007,-0.006,-1.55,-1.144,0.005,0,5,30,6,0
673,-0.002,-0.007,-0.006,-1.246,-1.311,0.007,0,5,30,6,0
673.5,-0.003,-0.006,-0.006,-0.851,-1.421,0.009,0,5,30,6,0
674,-0.004,-0.004,-0.006,-0.389,-1.449,0.01,0,5,30,6,0
674.5,-0.005,-0.003,-0.005,-0.029,-1.416,0.011,0,5,30,6,0
675,-0.005,-0.001,-0.005,0.123,-1.326,0.011,0,5,30,6,0
675.5,-0.005,0,-0.004,-0.014,-1.199,0.009,0,5,30,6,0
676,-0.004,0.001,-0.004,-0.123,-0.989,0.007,0,5,30,6,0
676.5,-0.002,0.001,-0.002,0.004,-0.686,0.005,0,5,30,6,0
677,-0.001,0.001,-0.001,0.371,-0.309,0.003,0,5,30,6,0
677.5,0.001,-0.001,0.002,0.894,0.117,0.001,0,5,30,6,0
678,0.001,-0.004,0.004,1.555,0.583,0,0,5,30,6,0
678.5,0,-0.007,0.007,2.264,1.062,-0.002,0,5,30,6,0
679,-0.002,-0.009,0.009,2.721,1.496,-0.004,0,5,30,6,0
679.5,-0.006,-0.01,0.01,2.906,1.875,-0.007,0,5,30,6,0
680,-0.009,-0.009,0.011,2.908,2.194,-0.009,0,5,30,6,0
680.5,-0.011,-0.007,0.012,2.749,2.435,-0.012,0,5,30,6,0
681,-0.013,-0.003,0.012,2.484,2.587,-0.014,0,5,30,6,0
681.5,-0.013,0,0.012,2.176,2.644,-0.015,0,5,30,6,0
682,-0.012,0.003,0.012,1.885,2.604,-0.015,0,5,30,6,0
682.5,-0.01,0.006,0.011,1.665,2.471,-0.015,0,5,30,6,0
683,-0.008,0.008,0.01,1.615,2.267,-0.013,0,5,30,6,0
683.5,-0.005,0.009,0.01,1.849,2.023,-0.011,0,5,30,6,0
684,-0.003,0.01,0.009,2.344,1.76,-0.007,0,5,30,6,0
684.5,0,0.01,0.009,3.018,1.498,-0.004,0,5,30,6,0
685,0.002,0.009,0.009,3.586,1.226,0,0,5,30,6,0
685.5,0.004,0.008,0.008,3.861,0.952,0.003,0,5,30,6,0
686,0.006,0.006,0.007,3.817,0.697,0.005,0,5,30,6,0
686.5,0.006,0.003,0.006,3.622,0.502,0.006,0,5,30,6,0
687,0.006,0.001,0.005,3.248,0.36,0.006,0,5,30,6,0
687.5,0.005,0,0.004,2.754,0.279,0.005,0,5,30,6,0
688,0.004,-0.001,0.004,2.257,0.263,0.004,0,5,30,6,0
688.5,0.003,-0.002,0.003,1.826,0.308,0.003,0,5,30,6,0
689,0.002,-0.002,0.003,1.434,0.389,0.001,0,5,30,6,0
689.5,0.002,-0.003,0.003,1.134,0.501,-0.001,0,5,30,6,0
690,0.001,-0.004,0.004,1.025,0.643,-0.002,0,5,30,6,0
690.5,0,-0.005,0.004,1.215,0.822,-0.003,0,5,30,6,0
691,-0.002,-0.006,0.006,1.607,1.014,-0.004,0,5,30,6,0
691.5,-0.004,-0.007,0.007,2.202,1.227,-0.004,0,5,30,6,0
692,-0.007,-0.007,0.009,2.872,1.442,-0.004,0,5,30,6,0
692.5,-0.01,-0.006,0.01,3.468,1.645,-0.003,0,5,30,6,0
693,-0.012,-0.003,0.011,3.878,1.822,-0.004,0,5,30,6,0
693.5,-0.013,0,0.012,3.973,1.954,-0.005,0,5,30,6,0
694,-0.012,0.003,0.012,3.724,2.03,-0.006,0,5,30,6,0
694.5,-0.011,0.006,0.011,3.185,2.045,-0.007,0,5,30,6,0
695,-0.008,0.008,0.01,2.454,1.997,-0.009,0,5,30,6,0
695.5,-0.005,0.008,0.009,1.661,1.886,-0.01,0,5,30,6,0
696,-0.002,0.008,0.007,0.973,1.723,-0.011,0,5,30,6,0
696.5,0,0.007,0.006,0.49,1.514,-0.01,0,5,30,6,0
697,0.001,0.006,0.005,0.459,1.303,-0.009,0,5,30,6,0
697.5,0.003,0.005,0.005,0.887,1.102,-0.006,0,5,30,6,0
698,0.004,0.004,0.005,1.252,0.846,-0.003,0,5,30,6,0
698.5,0.003,0.002,0.003,1.208,0.515,-0.001,0,5,30,6,0
699,0.001,0,0.001,0.608,0.106,0.001,0,5,30,6,0
699.5,-0.002,0,-0.002,-0.33,-0.336,0.002,0,5,30,6,0
700,-0.005,0.001,-0.005,-1.432,-0.791,0.002,0,5,30,6,0
700.5,-0.007,0.004,-0.007,-2.496,-1.233,0.003,0,5,30,6,0
701,-0.008,0.008,-0.01,-3.386,-1.647,0.004,0,5,30,6,0
701.5,-0.007,0.011,-0.012,-3.935,-2.007,0.005,0,5,30,6,0
702,-0.004,0.014,-0.013,-3.957,-2.274,0.007,0,5,30,6,0
702.5,0,0.014,-0.013,-3.422,-2.428,0.01,0,5,30,6,0
703,0.003,0.012,-0.012,-2.451,-2.462,0.013,0,5,30,6,0
703.5,0.005,0.009,-0.01,-1.249,-2.376,0.015,0,5,30,6,0
704,0.006,0.006,-0.008,-0.056,-2.176,0.017,0,5,30,6,0
704.5,0.006,0.003,-0.006,0.752,-1.905,0.017,0,5,30,6,0
705,0.004,0.001,-0.004,1.437,-1.5,0.016,0,5,30,6,0
705.5,0.001,0,-0.001,2.2,-0.944,0.013,0,5,30,6,0
706,-0.003,0.001,0.003,3.013,-0.26,0.01,0,5,30,6,0
706.5,-0.006,0.003,0.006,3.721,0.506,0.006,0,5,30,6,0
707,-0.007,0.007,0.01,4.046,1.28,0.001,0,5,30,6,0
707.5,-0.007,0.011,0.012,3.965,2.021,-0.005,0,5,30,6,0
708,-0.004,0.015,0.014,3.543,2.689,-0.011,0,5,30,6,0
708.5,0,0.017,0.015,2.953,3.257,-0.017,0,5,30,6,0
709,0.005,0.017,0.016,2.344,3.695,-0.023,0,5,30,6,0
709.5,0.009,0.015,0.016,1.717,3.957,-0.026,0,5,30,6,0
710,0.012,0.012,0.016,1.182,4.032,-0.028,0,5,30,6,0
710.5,0.014,0.008,0.015,0.771,3.907,-0.028,0,5,30,6,0
711,0.014,0.004,0.014,0.63,3.609,-0.026,0,5,30,6,0
711.5,0.013,0,0.012,0.757,3.154,-0.023,0,5,30,6,0
712,0.011,-0.003,0.01,1.037,2.561,-0.017,0,5,30,6,0
712.5,0.007,-0.004,0.008,0.922,1.782,-0.011,0,5,30,6,0
713,0.003,-0.003,0.004,0.452,0.885,-0.006,0,5,30,6,0
713.5,0,0,0,-0.213,-0.066,0,0,5,30,6,0
714,-0.001,0.005,-0.004,-0.759,-0.979,0.006,0,5,30,6,0
714.5,0,0.008,-0.008,-1.002,-1.79,0.011,0,5,30,6,0
715,0.003,0.01,-0.01,-0.898,-2.45,0.017,0,5,30,6,0
715.5,0.006,0.01,-0.011,-0.302,-2.888,0.022,0,5,30,6,0
716,0.008,0.008,-0.01,0.719,-3.075,0.026,0,5,30,6,0
716.5,0.008,0.005,-0.008,1.982,-3.001,0.029,0,5,30,6,0
717,0.006,0.002,-0.005,3.286,-2.665,0.03,0,5,30,6,0
717.5,0.002,0,-0.002,4.338,-2.103,0.028,0,5,30,6,0
718,-0.002,0,0.001,5.04,-1.335,0.024,0,5,30,6,0
718.5,-0.005,0.003,0.005,5.206,-0.429,0.017,0,5,30,6,0
719,-0.006,0.006,0.008,4.834,0.562,0.009,0,5,30,6,0
719.5,-0.006,0.01,0.01,3.812,1.533,-0.002,0,5,30,6,0
720,-0.003,0.012,0.012,2.354,2.432,-0.013,0,5,30,6,0
720.5,0,0.014,0.012,0.764,3.201,-0.023,0,5,30,6,0
721,0.004,0.013,0.013,-0.681,3.79,-0.031,0,5,30,6,0
721.5,0.007,0.012,0.012,-1.864,4.137,-0.037,0,5,30,6,0
722,0.009,0.009,0.012,-2.674,4.211,-0.04,0,5,30,6,0
722.5,0.01,0.006,0.011,-3.005,4.01,-0.039,0,5,30,6,0
723,0.009,0.003,0.009,-2.979,3.523,-0.036,0,5,30,6,0
723.5,0.007,0,0.007,-2.709,2.773,-0.029,0,5,30,6,0
724,0.004,-0.001,0.004,-2.368,1.797,-0.02,0,5,30,6,0
724.5,0,0,0,-1.907,0.682,-0.01,0,5,30,6,0
725,-0.003,0.003,-0.003,-1.27,-0.474,0,0,5,30,6,0
725.5,-0.004,0.006,-0.006,-0.593,-1.605,0.011,0,5,30,6,0
726,-0.003,0.01,-0.009,-0.02,-2.643,0.021,0,5,30,6,0
726.5,0,0.013,-0.012,0.433,-3.507,0.029,0,5,30,6,0
727,0.004,0.014,-0.014,0.824,-4.125,0.034,0,5,30,6,0
727.5,0.008,0.014,-0.015,0.951,-4.494,0.038,0,5,30,6,0
728,0.012,0.012,-0.016,0.654,-4.616,0.038,0,5,30,6,0
728.5,0.015,0.009,-0.016,-0.178,-4.521,0.035,0,5,30,6,0
729,0.018,0.005,-0.017,-1.619,-4.263,0.029,0,5,30,6,0
729.5,0.02,0,-0.018,-3.383,-3.857,0.021,0,5,30,6,0
730,0.019,-0.005,-0.018,-5.175,-3.344,0.012,0,5,30,6,0
730.5,0.017,-0.01,-0.018,-6.704,-2.767,0.004,0,5,30,6,0
731,0.013,-0.013,-0.017,-7.657,-2.158,-0.004,0,5,30,6,0
731.5,0.008,-0.014,-0.015,-7.759,-1.534,-0.009,0,5,30,6,0
732,0.003,-0.013,-0.012,-7.14,-0.959,-0.012,0,5,30,6,0
732.5,0,-0.01,-0.009,-6.061,-0.483,-0.013,0,5,30,6,0
733,-0.002,-0.007,-0.006,-4.769,-0.133,-0.012,0,5,30,6,0
733.5,-0.002,-0.004,-0.004,-3.362,0.103,-0.01,0,5,30,6,0
734,-0.001,-0.001,-0.002,-2.143,0.202,-0.007,0,5,30,6,0
734.5,-0.001,-0.001,-0.001,-1.434,0.145,-0.005,0,5,30,6,0
735,-0.002,0,-0.002,-1.256,-0.039,-0.003,0,5,30,6,0
735.5,-0.003,0,-0.003,-1.486,-0.315,-0.002,0,5,30,6,0
736,-0.005,0.001,-0.005,-1.838,-0.627,0,0,5,30,6,0
