*Time (s),Line A (?)
5476,-5.18E-03
5477,-1.30E-02
5478,-2.23E-02
5479,-3.32E-02
5480,-0.049066961
5481,-6.37E-02
5482,-7.43E-02
5483,-8.76E-02
5484,-9.57E-02
5485,-9.52E-02
5486,-9.67E-02
5487,-9.27E-02
5488,-8.02E-02
5489,-7.11E-02
5490,-5.85E-02
5491,-4.20E-02
5492,-2.85E-02
5493,-1.54E-02
5494,-3.35E-03
5495,5.79E-03
5496,1.13E-02
5497,1.25E-02
5498,7.99E-03
5499,-2.48E-03
5500,-1.63E-02
5501,-3.78E-02
5502,-6.24E-02
5503,-8.09E-02
5504,-0.103524588
5505,-0.116196677
5506,-0.114906944
5507,-0.108687684
5508,-0.090488538
5509,-6.22E-02
5510,-3.37E-02
5511,-7.05E-03
5512,1.59E-02
5513,2.83E-02
5514,2.87E-02
5515,2.22E-02
5516,6.08E-03
5517,-1.58E-02
5518,-3.52E-02
5519,-5.25E-02
5520,-6.34E-02
5521,-6.68E-02
5522,-6.07E-02
5523,-5.33E-02
5524,-0.038389578
5525,-0.02389067
5526,-9.98E-03
5527,4.33E-03
5528,1.62E-02
5529,2.35E-02
5530,3.36E-02
5531,3.66E-02
5532,3.76E-02
5533,3.59E-02
5534,2.58E-02
5535,1.96E-02
5536,6.81E-03
5537,-3.36E-04
5538,-5.41E-03
5539,-2.42E-03
5540,6.53E-03
5541,2.53E-02
5542,4.61E-02
5543,0.069176048
5544,8.96E-02
5545,0.103400476
5546,0.114444569
5547,0.10774789
5548,0.108412981
5549,9.10E-02
5550,7.83E-02
5551,5.91E-02
5552,3.77E-02
5553,0.019196967
5554,-2.49E-03
5555,-2.47E-02
5556,-4.40E-02
5557,-7.08E-02
5558,-9.28E-02
5559,-0.114808381
5560,-0.137859106
5561,-0.146028325
5562,-0.158934131
5563,-0.147846922
5564,-0.137061894
5565,-0.107257105
5566,-0.071169876
5567,-2.88E-02
5568,1.44E-02
5569,5.03E-02
5570,7.86E-02
5571,9.21E-02
5572,9.64E-02
5573,8.88E-02
5574,7.72E-02
5575,5.97E-02
5576,4.36E-02
5577,2.89E-02
5578,1.56E-02
5579,8.15E-03
5580,1.40E-03
5581,-1.47E-03
5582,-3.72E-04
5583,3.83E-03
5584,1.06E-02
5585,1.72E-02
5586,3.37E-02
5587,4.77E-02
5588,0.059353918
5589,8.05E-02
5590,9.13E-02
5591,0.101394586
5592,0.109042905
5593,0.100432225
5594,9.53E-02
5595,7.74E-02
5596,5.38E-02
5597,3.08E-02
5598,4.80E-03
5599,-1.16E-02
5600,-2.28E-02
5601,-2.33E-02
5602,-1.54E-02
5603,-3.47E-03
5604,1.58E-02
5605,0.029470932
5606,4.53E-02
5607,5.51E-02
5608,5.29E-02
5609,5.47E-02
5610,4.70E-02
5611,3.28E-02
5612,2.16E-02
5613,8.07E-03
5614,-5.68E-03
5615,-1.42E-02
5616,-1.61E-02
5617,-0.010520919
5618,7.62E-03
5619,3.38E-02
5620,7.40E-02
5621,0.118366808
5622,0.150406957
5623,0.177429214
5624,0.17911312
5625,0.148571447
5626,9.59E-02
5627,3.54E-02
5628,-0.015049054
5629,-3.62E-02
5630,-1.62E-02
5631,2.87E-02
5632,8.02E-02
5633,0.119426206
5634,0.12676236
5635,9.96E-02
5636,5.87E-02
5637,6.68E-03
5638,-3.51E-02
5639,-5.92E-02
5640,-0.059734832
5641,-5.22E-02
5642,-3.23E-02
5643,-1.40E-02
5644,-3.43E-03
5645,-5.22E-04
5646,-8.75E-03
5647,-0.026690112
5648,-5.33E-02
5649,-8.50E-02
5650,-0.114324667
5651,-0.146123573
5652,-0.156503335
5653,-0.163913652
5654,-0.149422452
5655,-0.120850943
5656,-8.99E-02
5657,-0.052918654
5658,-2.93E-02
5659,-1.59E-02
5660,-1.81E-02
5661,-0.036985632
5662,-6.45E-02
5663,-0.101659499
5664,-0.13314715
5665,-0.152130857
5666,-0.161821052
5667,-0.146826312
5668,-0.122920461
5669,-8.87E-02
5670,-5.14E-02
5671,-2.17E-02
5672,3.46E-04
5673,1.07E-02
5674,1.19E-02
5675,1.65E-03
5676,-0.016606692
5677,-3.69E-02
5678,-5.70E-02
5679,-7.38E-02
5680,-7.35E-02
5681,-5.75E-02
5682,-2.13E-02
5683,2.70E-02
5684,8.88E-02
5685,0.144792005
5686,0.176268563
5687,0.184457898
5688,0.161230356
5689,0.110026635
5690,4.73E-02
5691,-1.25E-03
5692,-1.67E-02
5693,5.37E-03
5694,5.80E-02
5695,0.121836103
5696,0.175224259
5697,0.195163161
5698,0.171986431
5699,0.125118643
5700,0.052732565
5701,-2.49E-02
5702,-8.04E-02
5703,-0.108328827
5704,-0.108047619
5705,-8.66E-02
5706,-4.81E-02
5707,-2.13E-02
5708,-2.35E-03
5709,-1.34E-03
5710,-1.88E-02
5711,-5.15E-02
5712,-9.40E-02
5713,-0.124067962
5714,-0.15115574
5715,-0.13781935
5716,-9.57E-02
5717,-2.91E-02
5718,4.94E-02
5719,0.108493023
5720,0.140952691
5721,0.129050821
5722,9.16E-02
5723,0.046773724
5724,1.75E-02
5725,2.83E-02
5726,6.68E-02
5727,0.107390642
5728,0.120694458
5729,8.64E-02
5730,1.48E-02
5731,-6.64E-02
5732,-0.116443284
5733,-0.118088692
5734,-7.69E-02
5735,-1.13E-02
5736,4.01E-02
5737,7.12E-02
5738,6.87E-02
5739,0.041264534
5740,1.16E-02
5741,-8.10E-03
5742,-1.38E-02
5743,-6.23E-03
5744,4.97E-03
5745,6.92E-03
5746,-5.30E-03
5747,-2.71E-02
5748,-5.89E-02
5749,-7.74E-02
5750,-6.70E-02
5751,-2.55E-02
5752,4.59E-02
5753,0.129483134
5754,0.198057607
5755,0.23689191
5756,0.228466928
5757,0.16341199
5758,0.065427341
5759,-0.046086274
5760,-0.131088614
5761,-0.159850553
5762,-0.136688784
5763,-8.02E-02
5764,-8.79E-03
5765,5.60E-02
5766,8.71E-02
5767,8.01E-02
5768,0.04465156
5769,-1.80E-02
5770,-0.095790684
5771,-0.166393384
5772,-0.221557602
5773,-0.248206362
5774,-0.25470832
5775,-0.224840418
5776,-0.189208329
5777,-0.141076088
5778,-0.086022362
5779,-4.36E-02
5780,2.22E-03
5781,4.44E-02
5782,7.77E-02
5783,0.125296161
5784,0.163216576
5785,0.205547079
5786,0.250508726
5787,0.276432663
5788,0.306891918
5789,0.297539651
5790,0.276306123
5791,0.207615584
5792,0.117687121
5793,-2.63E-03
5794,-0.122099027
5795,-0.234089926
5796,-0.313702255
5797,-0.3615897
5798,-0.373735458
5799,-0.35238111
5800,-0.321568668
5801,-0.258747458
5802,-0.217156127
5803,-0.157603264
5804,-0.101881929
5805,-5.26E-02
5806,1.67E-03
5807,5.59E-02
5808,0.105375923
5809,0.164438322
5810,0.225567341
5811,0.270263433
5812,0.339547396
5813,0.373699993
5814,0.406401694
5815,0.405849159
5816,0.369612753
5817,0.302191377
5818,0.191046163
5819,6.46E-02
5820,-7.71E-02
5821,-0.198996365
5822,-0.288580567
5823,-0.334198982
5824,-0.319675654
5825,-0.288220584
5826,-0.208175838
5827,-0.141481236
5828,-7.10E-02
5829,-6.98E-03
5830,2.68E-02
5831,5.02E-02
5832,5.69E-02
5833,5.10E-02
5834,3.45E-02
5835,8.75E-03
5836,-2.37E-02
5837,-5.90E-02
5838,-9.28E-02
5839,-0.127967387
5840,-0.170023203
5841,-0.198326707
5842,-0.211217195
5843,-0.240975633
5844,-0.246185958
5845,-0.228501469
5846,-0.221811458
5847,-0.199187472
5848,-0.16039905
5849,-0.125826314
5850,-9.32E-02
5851,-5.73E-02
5852,-2.51E-02
5853,-6.13E-03
5854,5.83E-03
5855,8.09E-03
5856,3.77E-05
5857,-2.50E-02
5858,-6.00E-02
5859,-0.100729339
5860,-0.148731425
5861,-0.203682974
5862,-0.248863548
5863,-0.27539137
5864,-0.281574965
5865,-0.267888874
5866,-0.227877796
5867,-0.164560184
5868,-8.88E-02
5869,-0.012041837
5870,5.66E-02
5871,0.121737041
5872,0.172164336
5873,0.201415017
5874,0.208588436
5875,0.195727393
5876,0.166753143
5877,0.125435114
5878,7.76E-02
5879,2.87E-02
5880,-0.016153721
5881,-5.30E-02
5882,-8.38E-02
5883,-0.105429403
5884,-0.115419179
5885,-0.113964826
5886,-0.102621399
5887,-8.34E-02
5888,-5.87E-02
5889,-3.15E-02
5890,-3.84E-03
5891,0.022151344
5892,4.45E-02
5893,6.27E-02
5894,7.51E-02
5895,8.19E-02
5896,0.083086371
5897,7.84E-02
5898,6.91E-02
5899,5.59E-02
5900,3.97E-02
5901,2.16E-02
5902,2.77E-03
5903,-1.58E-02
5904,-0.033236027
5905,-4.90E-02
5906,-0.062243614
5907,-7.34E-02
5908,-8.19E-02
5909,-8.75E-02
5910,-9.09E-02
5911,-9.18E-02
5912,-9.07E-02
5913,-8.74E-02
5914,-0.081885539
5915,-7.42E-02
5916,-6.41E-02
5917,-5.13E-02
5918,-3.61E-02
5919,-1.81E-02
5920,2.29E-03
5921,2.48E-02
5922,4.87E-02
5923,7.34E-02
5924,9.74E-02
5925,0.120250441
5926,0.156576216
5927,0.191944331
5928,0.224558055
5929,0.252192676
5930,0.273136079
5931,0.287271082
5932,0.313649505
5933,0.334169418
5934,0.346094608
5935,0.347913235
5936,0.340685189
5937,0.333380103
5938,0.323029906
5939,0.304358631
5940,0.278515846
5941,0.244354904
5942,0.206070125
5943,0.165631145
5944,0.122839257
5945,7.63E-02
5946,2.60E-02
5947,-2.48E-02
5948,-7.16E-02
5949,-0.114375733
5950,-0.153294235
5951,-0.186726734
5952,-0.215207502
5953,-0.235406846
5954,-0.246799067
5955,-0.252048045
5956,-0.252147436
5957,-0.248309419
5958,-0.241897076
5959,-0.233121693
5960,-0.222349897
5961,-0.212171257
5962,-0.202323094
5963,-0.193886504
5964,-0.187407374
5965,-0.183300912
5966,-0.180876508
5967,-0.180865571
5968,-0.182951823
5969,-0.187265769
5970,-0.192957088
5971,-0.200087264
5972,-0.207617417
5973,-0.214716092
5974,-0.219362542
5975,-0.222269535
5976,-0.222665399
5977,-0.218562394
5978,-0.209377661
5979,-0.192845345
5980,-0.167796001
5981,-0.138193592
5982,-0.103612043
5983,-6.45E-02
5984,-2.07E-02
5985,2.79E-02
5986,7.53E-02
5987,0.1208134
5988,0.162204936
5989,0.200857431
5990,0.239585131
5991,0.272572309
5992,0.296492249
5993,0.312418282
5994,0.319844425
5995,0.326582253
5996,0.331910282
5997,0.327062756
5998,0.313001007
5999,0.290770054
6000,0.263596326
