*Time (s),Line A (?)
2758,1.51E-04
2759,-2.55E-04
2760,-6.67E-04
2761,-1.04E-03
2762,-0.001323122
2763,-1.47E-03
2764,-1.46E-03
2765,-1.29E-03
2766,-9.67E-04
2767,-5.56E-04
2768,-1.23E-04
2769,2.53E-04
2770,5.06E-04
2771,5.92E-04
2772,4.99E-04
2773,2.43E-04
2774,-1.28E-04
2775,-5.53E-04
2776,-9.56E-04
2777,-1.26E-03
2778,-0.001416459
2779,-1.37E-03
2780,-1.12E-03
2781,-6.91E-04
2782,-1.36E-04
2783,4.69E-04
2784,1.05E-03
2785,1.53E-03
2786,1.87E-03
2787,2.05E-03
2788,2.06E-03
2789,1.90E-03
2790,1.62E-03
2791,1.23E-03
2792,7.67E-04
2793,2.73E-04
2794,-2.15E-04
2795,-6.61E-04
2796,-1.02E-03
2797,-1.27E-03
2798,-1.37E-03
2799,-1.31E-03
2800,-1.09E-03
2801,-7.26E-04
2802,-2.68E-04
2803,2.21E-04
2804,6.63E-04
2805,9.91E-04
2806,1.15E-03
2807,1.12E-03
2808,9.25E-04
2809,5.98E-04
2810,1.99E-04
2811,-2.03E-04
2812,-5.48E-04
2813,-7.85E-04
2814,-8.82E-04
2815,-8.24E-04
2816,-6.24E-04
2817,-3.11E-04
2818,7.09E-05
2819,4.67E-04
2820,8.26E-04
2821,1.10E-03
2822,1.26E-03
2823,1.30E-03
2824,1.20E-03
2825,9.90E-04
2826,6.86E-04
2827,3.20E-04
2828,-7.39E-05
2829,-4.59E-04
2830,-8.00E-04
2831,-0.001060581
2832,-1.21E-03
2833,-1.23E-03
2834,-1.11E-03
2835,-8.75E-04
2836,-5.53E-04
2837,-2.10E-04
2838,8.18E-05
2839,2.56E-04
2840,2.68E-04
2841,1.06E-04
2842,-2.06E-04
2843,-6.21E-04
2844,-1.08E-03
2845,-1.50E-03
2846,-1.83E-03
2847,-2.01E-03
2848,-1.98E-03
2849,-1.73E-03
2850,-1.27E-03
2851,-6.66E-04
2852,-5.03E-06
2853,6.02E-04
2854,1.07E-03
2855,1.33E-03
2856,1.41E-03
2857,1.32E-03
2858,1.14E-03
2859,9.23E-04
2860,7.11E-04
2861,5.38E-04
2862,4.21E-04
2863,3.67E-04
2864,3.72E-04
2865,4.30E-04
2866,5.29E-04
2867,6.56E-04
2868,8.00E-04
2869,9.48E-04
2870,1.09E-03
2871,1.21E-03
2872,1.30E-03
2873,1.34E-03
2874,0.001329206
2875,1.25E-03
2876,1.10E-03
2877,8.78E-04
2878,5.87E-04
2879,2.46E-04
2880,-1.20E-04
2881,-4.81E-04
2882,-8.04E-04
2883,-1.06E-03
2884,-1.22E-03
2885,-1.28E-03
2886,-1.21E-03
2887,-1.01E-03
2888,-7.17E-04
2889,-3.55E-04
2890,1.30E-05
2891,3.22E-04
2892,5.18E-04
2893,5.75E-04
2894,5.01E-04
2895,3.28E-04
2896,1.02E-04
2897,-1.32E-04
2898,-3.37E-04
2899,-4.88E-04
2900,-5.70E-04
2901,-5.76E-04
2902,-5.06E-04
2903,-3.67E-04
2904,-1.71E-04
2905,6.54E-05
2906,3.17E-04
2907,5.55E-04
2908,7.45E-04
2909,8.56E-04
2910,8.62E-04
2911,7.53E-04
2912,5.31E-04
2913,2.15E-04
2914,-1.67E-04
2915,-5.82E-04
2916,-9.94E-04
2917,-1.37E-03
2918,-1.66E-03
2919,-1.84E-03
2920,-1.87E-03
2921,-1.72E-03
2922,-1.39E-03
2923,-9.22E-04
2924,-3.78E-04
2925,1.41E-04
2926,5.39E-04
2927,7.56E-04
2928,7.77E-04
2929,6.32E-04
2930,3.76E-04
2931,6.93E-05
2932,-2.32E-04
2933,-4.83E-04
2934,-6.52E-04
2935,-7.20E-04
2936,-6.75E-04
2937,-5.18E-04
2938,-2.61E-04
2939,7.16E-05
2940,4.52E-04
2941,8.42E-04
2942,1.20E-03
2943,1.50E-03
2944,1.70E-03
2945,1.80E-03
2946,1.78E-03
2947,1.65E-03
2948,1.43E-03
2949,1.15E-03
2950,8.27E-04
2951,4.95E-04
2952,1.77E-04
2953,-1.03E-04
2954,-3.28E-04
2955,-4.81E-04
2956,-5.51E-04
2957,-5.32E-04
2958,-4.25E-04
2959,-2.41E-04
2960,-2.09E-06
2961,2.58E-04
2962,5.00E-04
2963,6.78E-04
2964,7.57E-04
2965,7.17E-04
2966,5.56E-04
2967,2.93E-04
2968,-3.96E-05
2969,-4.00E-04
2970,-7.45E-04
2971,-1.03E-03
2972,-1.21E-03
2973,-1.27E-03
2974,-1.19E-03
2975,-9.59E-04
2976,-6.17E-04
2977,-2.08E-04
2978,2.07E-04
2979,5.63E-04
2980,8.06E-04
2981,9.03E-04
2982,8.44E-04
2983,6.40E-04
2984,3.20E-04
2985,-7.86E-05
2986,-5.15E-04
2987,-9.45E-04
2988,-1.32E-03
2989,-1.60E-03
2990,-1.75E-03
2991,-1.72E-03
2992,-1.51E-03
2993,-1.14E-03
2994,-6.39E-04
2995,-9.20E-05
2996,4.16E-04
2997,8.02E-04
2998,1.01E-03
2999,1.02E-03
3000,8.50E-04
3001,5.42E-04
3002,1.48E-04
3003,-2.75E-04
3004,-6.75E-04
3005,-1.00E-03
3006,-1.22E-03
3007,-1.31E-03
3008,-1.24E-03
3009,-1.03E-03
3010,-6.98E-04
3011,-2.75E-04
3012,1.82E-04
3013,6.17E-04
3014,9.76E-04
3015,1.22E-03
3016,1.32E-03
3017,1.28E-03
3018,1.12E-03
3019,8.63E-04
3020,5.61E-04
3021,2.49E-04
3022,-3.35E-05
3023,-2.55E-04
3024,-3.89E-04
3025,-4.23E-04
3026,-3.52E-04
3027,-1.85E-04
3028,5.75E-05
3029,3.48E-04
3030,6.53E-04
3031,9.34E-04
3032,1.16E-03
3033,1.30E-03
3034,1.35E-03
3035,1.29E-03
3036,1.15E-03
3037,9.22E-04
3038,6.45E-04
3039,3.42E-04
3040,4.21E-05
3041,-2.27E-04
3042,-4.39E-04
3043,-5.72E-04
3044,-6.10E-04
3045,-5.47E-04
3046,-3.87E-04
3047,-1.51E-04
3048,1.31E-04
3049,4.13E-04
3050,6.51E-04
3051,8.04E-04
3052,8.42E-04
3053,7.55E-04
3054,5.49E-04
3055,2.45E-04
3056,-1.29E-04
3057,-5.41E-04
3058,-9.56E-04
3059,-0.001340393
3060,-1.66E-03
3061,-1.87E-03
3062,-1.96E-03
3063,-1.89E-03
3064,-1.65E-03
3065,-1.29E-03
3066,-8.44E-04
3067,-4.00E-04
3068,-4.11E-05
3069,1.70E-04
3070,2.09E-04
3071,9.22E-05
3072,-1.33E-04
3073,-4.06E-04
3074,-6.67E-04
3075,-8.68E-04
3076,-9.72E-04
3077,-9.61E-04
3078,-8.29E-04
3079,-5.91E-04
3080,-2.72E-04
3081,9.19E-05
3082,4.60E-04
3083,7.94E-04
3084,1.06E-03
3085,1.23E-03
3086,1.30E-03
3087,1.26E-03
3088,1.13E-03
3089,9.26E-04
3090,6.71E-04
3091,3.91E-04
3092,1.14E-04
3093,-1.37E-04
3094,-3.39E-04
3095,-4.71E-04
3096,-5.19E-04
3097,-4.75E-04
3098,-3.40E-04
3099,-1.27E-04
3100,1.40E-04
3101,4.27E-04
3102,6.92E-04
3103,9.00E-04
3104,1.02E-03
3105,1.04E-03
3106,9.67E-04
3107,8.19E-04
3108,6.25E-04
3109,4.18E-04
3110,2.25E-04
3111,7.28E-05
3112,-2.36E-05
3113,-5.39E-05
3114,-1.55E-05
3115,8.79E-05
3116,2.46E-04
3117,4.42E-04
3118,6.57E-04
3119,8.66E-04
3120,1.04E-03
3121,1.17E-03
3122,1.21E-03
3123,1.18E-03
3124,1.05E-03
3125,8.52E-04
3126,5.86E-04
3127,2.78E-04
3128,-4.94E-05
3129,-3.74E-04
3130,-6.78E-04
3131,-9.44E-04
3132,-1.16E-03
3133,-1.31E-03
3134,-1.39E-03
3135,-1.39E-03
3136,-1.30E-03
3137,-1.13E-03
3138,-9.12E-04
3139,-6.87E-04
3140,-5.15E-04
3141,-4.45E-04
3142,-5.01E-04
3143,-6.74E-04
3144,-9.24E-04
3145,-1.20E-03
3146,-1.43E-03
3147,-1.58E-03
3148,-1.61E-03
3149,-1.49E-03
3150,-1.23E-03
3151,-8.42E-04
3152,-3.78E-04
3153,1.05E-04
3154,5.48E-04
3155,9.00E-04
3156,1.13E-03
3157,1.23E-03
3158,1.20E-03
3159,1.08E-03
3160,8.97E-04
3161,6.78E-04
3162,4.54E-04
3163,2.47E-04
3164,7.49E-05
3165,-4.94E-05
3166,-1.18E-04
3167,-1.26E-04
3168,-7.40E-05
3169,3.57E-05
3170,1.93E-04
3171,3.84E-04
3172,5.90E-04
3173,7.85E-04
3174,9.43E-04
3175,1.04E-03
3176,1.05E-03
3177,9.75E-04
3178,8.14E-04
3179,5.87E-04
3180,3.20E-04
3181,4.49E-05
3182,-2.07E-04
3183,-4.06E-04
3184,-5.30E-04
3185,-5.61E-04
3186,-4.92E-04
3187,-3.25E-04
3188,-7.40E-05
3189,2.34E-04
3190,5.64E-04
3191,8.74E-04
3192,1.12E-03
3193,1.28E-03
3194,1.33E-03
3195,1.27E-03
3196,1.12E-03
3197,8.99E-04
3198,6.41E-04
3199,3.71E-04
3200,1.11E-04
3201,-1.22E-04
3202,-3.15E-04
3203,-4.61E-04
3204,-5.55E-04
3205,-5.95E-04
3206,-5.78E-04
3207,-5.08E-04
3208,-3.91E-04
3209,-2.39E-04
3210,-7.74E-05
3211,6.19E-05
3212,1.41E-04
3213,1.26E-04
3214,-3.47E-06
3215,-2.48E-04
3216,-5.86E-04
3217,-9.81E-04
3218,-1.38E-03
3219,-1.74E-03
3220,-2.00E-03
3221,-2.10E-03
3222,-2.01E-03
3223,-1.73E-03
3224,-1.28E-03
3225,-7.24E-04
3226,-1.57E-04
3227,3.28E-04
3228,6.62E-04
3229,8.13E-04
3230,7.86E-04
3231,6.15E-04
3232,3.49E-04
3233,3.92E-05
3234,-2.64E-04
3235,-5.19E-04
3236,-6.92E-04
3237,-7.59E-04
3238,-7.11E-04
3239,-5.48E-04
3240,-2.86E-04
3241,4.87E-05
3242,4.23E-04
3243,7.94E-04
3244,1.12E-03
3245,1.38E-03
3246,1.52E-03
3247,1.55E-03
3248,1.45E-03
3249,1.24E-03
3250,9.34E-04
3251,5.63E-04
3252,1.58E-04
3253,-2.43E-04
3254,-6.01E-04
3255,-8.77E-04
3256,-1.04E-03
3257,-1.05E-03
3258,-8.98E-04
3259,-5.98E-04
3260,-1.78E-04
3261,3.08E-04
3262,7.90E-04
3263,1.20E-03
3264,1.49E-03
3265,1.62E-03
3266,1.60E-03
3267,1.45E-03
3268,1.20E-03
3269,8.85E-04
3270,5.45E-04
3271,2.12E-04
3272,-8.66E-05
3273,-3.30E-04
3274,-5.01E-04
3275,-5.90E-04
3276,-5.91E-04
3277,-5.07E-04
3278,-3.47E-04
3279,-1.29E-04
3280,1.21E-04
3281,3.68E-04
3282,5.74E-04
3283,7.01E-04
3284,7.18E-04
3285,6.07E-04
3286,3.68E-04
3287,1.84E-05
3288,-4.06E-04
3289,-8.56E-04
3290,-1.27E-03
3291,-1.59E-03
3292,-1.76E-03
3293,-1.74E-03
3294,-1.52E-03
3295,-1.12E-03
3296,-6.12E-04
3297,-8.61E-05
3298,3.65E-04
3299,6.68E-04
3300,7.83E-04
3301,7.09E-04
3302,4.71E-04
3303,1.17E-04
3304,-3.03E-04
3305,-7.29E-04
3306,-1.11E-03
3307,-1.39E-03
3308,-1.54E-03
3309,-1.52E-03
3310,-1.33E-03
3311,-9.86E-04
3312,-5.27E-04
3313,-1.50E-05
3314,4.74E-04
3315,8.71E-04
3316,1.12E-03
3317,1.19E-03
3318,1.08E-03
3319,8.24E-04
3320,4.57E-04
3321,3.40E-05
3322,-3.90E-04
3323,-7.61E-04
3324,-1.03E-03
3325,-1.17E-03
3326,-1.15E-03
3327,-9.64E-04
3328,-6.37E-04
3329,-2.07E-04
3330,2.74E-04
3331,7.40E-04
3332,1.14E-03
3333,1.41E-03
3334,1.55E-03
3335,1.55E-03
3336,1.43E-03
3337,1.22E-03
3338,9.62E-04
3339,6.93E-04
3340,4.47E-04
3341,2.48E-04
3342,1.17E-04
3343,5.98E-05
3344,7.96E-05
3345,1.70E-04
3346,3.17E-04
3347,5.01E-04
3348,7.01E-04
3349,8.90E-04
3350,1.04E-03
3351,1.14E-03
3352,1.16E-03
3353,0.001088644
3354,9.26E-04
3355,6.76E-04
3356,3.51E-04
3357,-3.07E-05
3358,-4.41E-04
3359,-8.50E-04
3360,-1.22E-03
3361,-1.52E-03
3362,-1.69E-03
3363,-1.71E-03
3364,-1.56E-03
3365,-1.24E-03
3366,-8.05E-04
3367,-3.34E-04
3368,7.25E-05
3369,3.32E-04
3370,4.03E-04
3371,2.92E-04
3372,4.64E-05
3373,-2.73E-04
3374,-6.03E-04
3375,-8.90E-04
3376,-1.09E-03
3377,-1.19E-03
3378,-1.15E-03
3379,-9.92E-04
3380,-7.20E-04
3381,-3.64E-04
3382,3.44E-05
3383,4.25E-04
3384,7.57E-04
3385,9.86E-04
3386,1.08E-03
3387,1.04E-03
3388,8.72E-04
3389,6.00E-04
3390,2.62E-04
3391,-9.90E-05
3392,-4.46E-04
3393,-7.43E-04
3394,-9.62E-04
3395,-1.08E-03
3396,-1.09E-03
3397,-9.77E-04
3398,-7.66E-04
3399,-4.81E-04
3400,-1.63E-04
3401,1.35E-04
3402,3.61E-04
3403,4.77E-04
3404,4.68E-04
3405,3.44E-04
3406,1.41E-04
3407,-8.86E-05
3408,-2.89E-04
3409,-4.11E-04
3410,-4.17E-04
3411,-2.88E-04
3412,-2.83E-05
3413,3.37E-04
3414,7.66E-04
3415,1.21E-03
3416,1.61E-03
3417,1.94E-03
3418,2.16E-03
3419,2.26E-03
3420,2.25E-03
3421,2.14E-03
3422,1.95E-03
3423,1.71E-03
3424,1.43E-03
3425,1.12E-03
3426,8.20E-04
3427,5.24E-04
3428,2.44E-04
3429,-1.42E-05
3430,-2.48E-04
3431,-4.61E-04
3432,-6.52E-04
3433,-8.25E-04
3434,-9.78E-04
3435,-1.10E-03
3436,-1.18E-03
3437,-1.19E-03
3438,-1.10E-03
3439,-9.00E-04
3440,-6.27E-04
3441,-3.51E-04
3442,-1.63E-04
3443,-1.43E-04
3444,-3.22E-04
3445,-6.78E-04
3446,-1.15E-03
3447,-1.64E-03
3448,-2.06E-03
3449,-2.30E-03
3450,-2.31E-03
3451,-2.05E-03
3452,-1.54E-03
3453,-8.52E-04
3454,-6.43E-05
3455,7.20E-04
3456,1.41E-03
3457,1.95E-03
3458,2.30E-03
3459,2.45E-03
3460,2.41E-03
3461,2.19E-03
3462,1.83E-03
3463,1.36E-03
3464,8.16E-04
3465,2.44E-04
3466,-3.14E-04
3467,-8.12E-04
3468,-1.22E-03
3469,-1.48E-03
3470,-1.59E-03
3471,-1.53E-03
3472,-1.29E-03
3473,-9.03E-04
3474,-4.02E-04
3475,1.52E-04
3476,6.88E-04
3477,1.13E-03
3478,1.40E-03
3479,1.44E-03
3480,1.21E-03
3481,7.27E-04
3482,1.48E-05
3483,-8.36E-04
3484,-1.70E-03
3485,-2.41E-03
3486,-2.82E-03
3487,-2.81E-03
3488,-2.32E-03
3489,-1.42E-03
3490,-2.43E-04
3491,1.01E-03
3492,2.16E-03
3493,3.09E-03
3494,3.72E-03
3495,4.05E-03
3496,4.10E-03
3497,3.94E-03
3498,3.59E-03
3499,3.12E-03
3500,2.56E-03
3501,1.95E-03
3502,1.32E-03
3503,7.01E-04
3504,1.11E-04
3505,-4.29E-04
3506,-8.96E-04
3507,-1.27E-03
3508,-1.55E-03
3509,-1.71E-03
3510,-1.73E-03
3511,-1.63E-03
3512,-1.39E-03
3513,-1.04E-03
3514,-6.18E-04
3515,-1.92E-04
3516,1.56E-04
3517,3.30E-04
3518,2.50E-04
3519,-1.22E-04
3520,-7.50E-04
3521,-1.51E-03
3522,-2.21E-03
3523,-2.66E-03
3524,-2.72E-03
3525,-2.36E-03
3526,-1.65E-03
3527,-7.61E-04
3528,1.07E-04
3529,7.28E-04
3530,9.51E-04
3531,6.94E-04
3532,-1.40E-05
3533,-1.02E-03
3534,-2.10E-03
3535,-3.00E-03
3536,-3.49E-03
3537,-3.43E-03
3538,-2.78E-03
3539,-1.60E-03
3540,-3.70E-05
3541,1.73E-03
3542,3.50E-03
3543,5.10E-03
3544,6.37E-03
3545,7.22E-03
3546,7.59E-03
3547,7.48E-03
3548,6.91E-03
3549,5.94E-03
3550,4.64E-03
3551,3.09E-03
3552,1.37E-03
3553,-4.22E-04
3554,-2.19E-03
3555,-3.82E-03
3556,-5.21E-03
3557,-6.24E-03
3558,-6.78E-03
3559,-6.75E-03
3560,-6.09E-03
3561,-4.78E-03
3562,-2.93E-03
3563,-7.05E-04
3564,1.63E-03
3565,3.71E-03
3566,5.23E-03
3567,5.91E-03
3568,5.61E-03
3569,4.36E-03
3570,2.36E-03
3571,-9.31E-05
3572,-2.65E-03
3573,-4.94E-03
3574,-6.62E-03
3575,-7.41E-03
3576,-7.23E-03
3577,-6.11E-03
3578,-4.24E-03
3579,-1.88E-03
3580,6.68E-04
3581,3.15E-03
3582,5.32E-03
3583,7.03E-03
3584,8.17E-03
3585,8.71E-03
3586,8.66E-03
3587,8.11E-03
3588,7.14E-03
3589,5.89E-03
3590,4.49E-03
3591,3.06E-03
3592,1.73E-03
3593,5.88E-04
3594,-3.05E-04
3595,-9.16E-04
3596,-1.25E-03
3597,-1.37E-03
3598,-1.35E-03
3599,-1.31E-03
3600,-1.38E-03
3601,-1.65E-03
3602,-2.16E-03
3603,-2.88E-03
3604,-3.62E-03
3605,-4.12E-03
3606,-4.11E-03
3607,-3.34E-03
3608,-1.78E-03
3609,4.06E-04
3610,2.85E-03
3611,5.05E-03
3612,6.50E-03
3613,6.80E-03
3614,5.75E-03
3615,3.42E-03
3616,9.88E-05
3617,-3.71E-03
3618,-7.45E-03
3619,-1.06E-02
3620,-1.26E-02
3621,-1.32E-02
3622,-1.24E-02
3623,-1.02E-02
3624,-6.93E-03
3625,-2.85E-03
3626,1.61E-03
3627,6.07E-03
3628,1.02E-02
3629,1.37E-02
3630,1.63E-02
3631,1.78E-02
3632,1.79E-02
3633,1.68E-02
3634,1.43E-02
3635,1.06E-02
3636,5.90E-03
3637,5.64E-04
3638,-4.99E-03
3639,-1.03E-02
3640,-1.48E-02
3641,-0.018147612
3642,-1.98E-02
3643,-1.95E-02
3644,-1.74E-02
3645,-1.35E-02
3646,-8.38E-03
3647,-2.62E-03
3648,3.10E-03
3649,8.14E-03
3650,1.19E-02
3651,1.41E-02
3652,1.44E-02
3653,1.30E-02
3654,1.01E-02
3655,5.94E-03
3656,1.23E-03
3657,-3.44E-03
3658,-7.51E-03
3659,-1.04E-02
3660,-1.20E-02
3661,-0.011929034
3662,-1.05E-02
3663,-7.91E-03
3664,-4.63E-03
3665,-1.06E-03
3666,2.36E-03
3667,5.32E-03
3668,7.58E-03
3669,8.98E-03
3670,9.48E-03
3671,9.08E-03
3672,7.85E-03
3673,5.90E-03
3674,3.43E-03
3675,6.54E-04
3676,-2.13E-03
3677,-4.61E-03
3678,-6.47E-03
3679,-7.45E-03
3680,-7.41E-03
3681,-6.38E-03
3682,-4.58E-03
3683,-2.41E-03
3684,-3.58E-04
3685,1.15E-03
3686,1.85E-03
3687,1.73E-03
3688,9.88E-04
3689,-3.35E-05
3690,-9.81E-04
3691,-1.58E-03
3692,-1.69E-03
3693,-1.29E-03
3694,-4.85E-04
3695,5.43E-04
3696,1.58E-03
3697,2.40E-03
3698,2.83E-03
3699,2.73E-03
3700,2.06E-03
3701,8.65E-04
3702,-7.17E-04
3703,-2.47E-03
3704,-4.11E-03
3705,-5.36E-03
3706,-5.95E-03
3707,-5.70E-03
3708,-4.58E-03
3709,-2.67E-03
3710,-1.53E-04
3711,2.67E-03
3712,5.49E-03
3713,7.96E-03
3714,9.81E-03
3715,0.01082421
3716,1.09E-02
3717,1.00E-02
3718,8.26E-03
3719,5.75E-03
3720,2.72E-03
3721,-6.32E-04
3722,-4.05E-03
3723,-7.28E-03
3724,-0.01001502
3725,-1.20E-02
3726,-1.31E-02
3727,-1.29E-02
3728,-1.15E-02
3729,-8.88E-03
3730,-5.17E-03
3731,-6.80E-04
3732,4.16E-03
3733,8.81E-03
3734,1.27E-02
3735,0.015358567
3736,1.64E-02
3737,1.56E-02
3738,1.30E-02
3739,8.93E-03
3740,3.81E-03
3741,-1.84E-03
3742,-7.45E-03
3743,-1.24E-02
3744,-1.62E-02
3745,-1.84E-02
3746,-1.88E-02
3747,-1.72E-02
3748,-1.37E-02
3749,-8.68E-03
3750,-2.68E-03
3751,3.66E-03
3752,9.65E-03
3753,1.46E-02
3754,1.77E-02
3755,1.88E-02
3756,1.77E-02
3757,1.45E-02
3758,9.71E-03
3759,4.12E-03
3760,-1.48E-03
3761,-6.32E-03
3762,-9.82E-03
3763,-1.15E-02
3764,-1.14E-02
3765,-9.64E-03
3766,-6.63E-03
3767,-3.01E-03
3768,5.46E-04
3769,3.43E-03
3770,5.25E-03
3771,5.88E-03
3772,5.39E-03
3773,4.09E-03
3774,2.32E-03
3775,4.71E-04
3776,-1.16E-03
3777,-2.39E-03
3778,-3.11E-03
3779,-3.31E-03
3780,-3.08E-03
3781,-2.52E-03
3782,-1.78E-03
3783,-9.92E-04
3784,-2.88E-04
3785,2.49E-04
3786,5.84E-04
3787,7.30E-04
3788,7.45E-04
3789,7.15E-04
3790,7.33E-04
3791,8.74E-04
3792,1.18E-03
3793,1.66E-03
3794,2.28E-03
3795,2.97E-03
3796,3.65E-03
3797,4.22E-03
3798,4.61E-03
3799,4.74E-03
3800,4.57E-03
3801,4.08E-03
3802,3.26E-03
3803,2.17E-03
3804,8.51E-04
3805,-6.02E-04
3806,-2.09E-03
3807,-3.51E-03
3808,-4.76E-03
3809,-5.69E-03
3810,-6.22E-03
3811,-6.28E-03
3812,-5.84E-03
3813,-4.88E-03
3814,-3.46E-03
3815,-1.67E-03
3816,3.49E-04
3817,2.42E-03
3818,4.36E-03
3819,5.97E-03
3820,7.06E-03
3821,7.45E-03
3822,7.04E-03
3823,5.80E-03
3824,3.77E-03
3825,1.15E-03
3826,-1.78E-03
3827,-4.64E-03
3828,-7.01E-03
3829,-8.51E-03
3830,-8.86E-03
3831,-7.96E-03
3832,-5.91E-03
3833,-3.02E-03
3834,2.62E-04
3835,3.43E-03
3836,5.98E-03
3837,7.54E-03
3838,7.86E-03
3839,6.88E-03
3840,4.73E-03
3841,1.74E-03
3842,-1.65E-03
3843,-4.93E-03
3844,-7.63E-03
3845,-9.35E-03
3846,-9.86E-03
3847,-9.11E-03
3848,-0.007204654
3849,-4.45E-03
3850,-1.18E-03
3851,2.16E-03
3852,5.19E-03
3853,7.53E-03
3854,8.90E-03
3855,9.10E-03
3856,8.09E-03
3857,5.89E-03
3858,2.76E-03
3859,-9.40E-04
3860,-4.72E-03
3861,-8.05E-03
3862,-1.04E-02
3863,-1.14E-02
3864,-1.07E-02
3865,-8.63E-03
3866,-5.32E-03
3867,-1.32E-03
3868,2.78E-03
3869,6.38E-03
3870,9.02E-03
3871,1.04E-02
3872,1.04E-02
3873,9.01E-03
3874,6.53E-03
3875,3.31E-03
3876,-2.49E-04
3877,-3.73E-03
3878,-6.78E-03
3879,-9.10E-03
3880,-1.05E-02
3881,-1.10E-02
3882,-1.06E-02
3883,-9.34E-03
3884,-7.46E-03
3885,-5.15E-03
3886,-2.56E-03
3887,1.31E-04
3888,2.76E-03
3889,5.22E-03
3890,7.43E-03
3891,9.27E-03
3892,1.07E-02
3893,1.17E-02
3894,1.21E-02
3895,1.20E-02
3896,0.011322383
3897,1.00E-02
3898,8.17E-03
3899,5.78E-03
3900,3.02E-03
3901,-2.40E-06
3902,-2.98E-03
3903,-5.67E-03
3904,-7.76E-03
3905,-8.97E-03
3906,-9.10E-03
3907,-8.11E-03
3908,-6.13E-03
3909,-3.48E-03
3910,-6.29E-04
3911,1.93E-03
3912,3.74E-03
3913,4.57E-03
3914,4.34E-03
3915,3.20E-03
3916,1.47E-03
3917,-4.45E-04
3918,-2.18E-03
3919,-3.42E-03
3920,-3.99E-03
3921,-3.88E-03
3922,-3.18E-03
3923,-2.13E-03
3924,-9.48E-04
3925,1.30E-04
3926,9.40E-04
3927,1.41E-03
3928,1.53E-03
3929,1.35E-03
3930,9.90E-04
3931,5.42E-04
3932,1.11E-04
3933,-2.16E-04
3934,-3.82E-04
3935,-3.60E-04
3936,-1.52E-04
3937,2.13E-04
3938,6.77E-04
3939,1.16E-03
3940,1.58E-03
3941,1.85E-03
3942,1.89E-03
3943,1.64E-03
3944,1.07E-03
3945,1.97E-04
3946,-8.93E-04
3947,-2.08E-03
3948,-3.17E-03
3949,-3.97E-03
3950,-4.28E-03
3951,-3.97E-03
3952,-3.01E-03
3953,-1.50E-03
3954,3.61E-04
3955,2.24E-03
3956,3.83E-03
3957,4.83E-03
3958,5.05E-03
3959,4.41E-03
3960,2.99E-03
3961,9.60E-04
3962,-1.40E-03
3963,-3.78E-03
3964,-5.87E-03
3965,-7.44E-03
3966,-8.30E-03
3967,-8.37E-03
3968,-7.69E-03
3969,-6.31E-03
3970,-4.37E-03
3971,-2.04E-03
3972,5.39E-04
3973,3.14E-03
3974,5.66E-03
3975,7.96E-03
3976,9.93E-03
3977,1.15E-02
3978,1.25E-02
3979,1.30E-02
3980,1.30E-02
3981,1.24E-02
3982,1.13E-02
3983,9.80E-03
3984,7.95E-03
3985,5.93E-03
3986,3.89E-03
3987,2.00E-03
3988,4.52E-04
3989,-6.43E-04
3990,-1.22E-03
3991,-1.29E-03
3992,-9.78E-04
3993,-4.90E-04
3994,-9.89E-05
3995,-8.19E-05
3996,-6.36E-04
3997,-1.81E-03
3998,-3.43E-03
3999,-5.13E-03
4000,-6.40E-03
4001,-6.72E-03
4002,-5.70E-03
4003,-3.23E-03
4004,4.60E-04
4005,4.80E-03
4006,9.05E-03
4007,1.24E-02
4008,0.014151432
4009,1.38E-02
4010,1.13E-02
4011,6.80E-03
4012,8.18E-04
4013,-5.95E-03
4014,-1.26E-02
4015,-1.84E-02
4016,-2.25E-02
4017,-2.44E-02
4018,-2.38E-02
4019,-2.07E-02
4020,-1.54E-02
4021,-8.39E-03
4022,-4.06E-04
4023,7.73E-03
4024,1.50E-02
4025,2.06E-02
4026,2.37E-02
4027,2.37E-02
4028,2.05E-02
4029,1.42E-02
4030,5.42E-03
4031,-4.58E-03
4032,-1.45E-02
4033,-2.27E-02
4034,-2.80E-02
4035,-2.93E-02
4036,-0.026497433
4037,-1.98E-02
4038,-1.00E-02
4039,1.40E-03
4040,1.30E-02
4041,2.33E-02
4042,3.09E-02
4043,3.48E-02
4044,3.47E-02
4045,0.030447569
4046,2.26E-02
4047,1.20E-02
4048,-2.18E-04
4049,-1.26E-02
4050,-2.41E-02
4051,-3.33E-02
4052,-3.96E-02
4053,-4.24E-02
4054,-4.16E-02
4055,-3.73E-02
4056,-3.00E-02
4057,-2.05E-02
4058,-9.45E-03
4059,2.26E-03
4060,1.38E-02
4061,2.43E-02
4062,3.31E-02
4063,3.95E-02
4064,4.31E-02
4065,4.33E-02
4066,4.01E-02
4067,3.36E-02
4068,2.40E-02
4069,1.21E-02
4070,-1.30E-03
4071,-1.48E-02
4072,-2.72E-02
4073,-3.70E-02
4074,-4.29E-02
4075,-4.41E-02
4076,-4.03E-02
4077,-3.19E-02
4078,-1.98E-02
4079,-5.48E-03
4080,9.26E-03
4081,2.27E-02
4082,3.34E-02
4083,4.00E-02
4084,4.20E-02
4085,3.91E-02
4086,3.18E-02
4087,2.10E-02
4088,8.07E-03
4089,-5.53E-03
4090,-1.82E-02
4091,-0.02854749
